"","kTotal","kWithin","kOut","kDiff"
"EZ55_18_136",3663.54443103261,2908.69144880985,754.85298222276,2153.83846658709
"EZ55_60_210",3497.13648842625,2813.74004014759,683.396448278654,2130.34359186894
"EZ55_31_75",3465.22737949632,2914.29321541982,550.9341640765,2363.35905134332
"EZ55_43_119",2686.24741910497,2220.08174170263,466.165677402333,1753.9160643003
"EZ55_39_47",3300.86361921469,2623.28585511027,677.577764104416,1945.70809100586
"EZ55_31_28",3607.5391431799,2952.05679885455,655.482344325346,2296.57445452921
"EZ55_43_25",3485.25145980557,2962.53143108819,522.720028717384,2439.8114023708
"EZ55_30_24",3017.71857574246,2343.39894538279,674.319630359676,1669.07931502311
"EZ55_60_281",3027.18879347109,2423.95597488377,603.232818587325,1820.72315629644
"EZ55_60_128",3654.83254345855,3015.44355366365,639.388989794902,2376.05456386875
"EZ55_4_155",3652.45749346849,2886.49906160941,765.958431859077,2120.54062975034
"EZ55_60_188",3505.12853390142,2832.0929217868,673.035612114625,2159.05730967217
"EZ55_15_28",3257.05426083611,2611.45122599149,645.603034844616,1965.84819114688
"EZ55_24_10",3258.96646610507,2267.18427296207,991.782193143003,1275.40207981907
"EZ55_65_18",3761.95611315093,2924.2771780333,837.67893511763,2086.59824291567
"EZ55_28_113",2691.63149904262,2324.41616963822,367.215329404402,1957.20084023382
"EZ55_58_59",3565.28624084174,2912.7484006796,652.537840162138,2260.21056051746
"EZ55_28_17",3413.15839618291,2616.11246633975,797.045929843163,1819.06653649659
"EZ55_40_15",250.794466679438,249.023115209607,1.77135146983184,247.251763739775
"EZ55_65_34",3396.25773681928,2894.24114569117,502.016591128116,2392.22455456305
"EZ55_19_60",3673.11484980107,3043.01291659333,630.101933207748,2412.91098338558
"EZ55_40_21",3649.00198330417,3064.16713956188,584.834843742289,2479.33229581959
"EZ55_19_82",3739.37988864044,3104.81788757687,634.562001063574,2470.2558865133
"EZ55_28_53",3737.31758994093,3093.74233646781,643.575253473122,2450.16708299469
"EZ55_4_221",3450.37495841014,2921.19917554619,529.175782863955,2392.02339268223
"EZ55_42_58",3503.78776087029,2971.16719450741,532.620566362881,2438.54662814453
"EZ55_39_43",1106.92346239,1054.65289822711,52.2705641628913,1002.38233406422
"EZ55_43_94",3521.97810746404,2985.75935189072,536.218755573321,2449.5405963174
"EZ55_28_51",3723.23370367636,3073.90900392047,649.324699755888,2424.58430416459
"EZ55_41_74",3115.49048399316,2749.65913291362,365.831351079539,2383.82778183408
"EZ55_60_369",3726.36302990366,3039.58600138957,686.777028514093,2352.80897287548
"EZ55_60_164",3169.0760068989,2487.12697354828,681.949033350624,1805.17794019765
"EZ55_18_69",3179.63342066685,2424.66056323374,754.972857433109,1669.68770580063
"EZ55_43_98",3425.22769074644,2834.88496520672,590.34272553972,2244.542239667
"EZ55_58_58",3667.96337417956,2877.50547511206,790.4578990675,2087.04757604456
"EZ55_37_24",3749.73831091508,3054.40525366469,695.333057250386,2359.0721964143
"EZ55_60_194",3520.51781124154,3069.02247983442,451.495331407122,2617.5271484273
"EZ55_49_22",3689.60263314908,3096.36446757043,593.238165578659,2503.12630199177
"EZ55_43_27",3380.83784855091,2779.51656489109,601.321283659815,2178.19528123128
"EZ55_2_110",3437.68915388002,2656.77057141413,780.918582465884,1875.85198894825
"EZ55_60_298",2776.95895696895,2454.13477754854,322.824179420413,2131.31059812813
"EZ55_4_196",3719.53703335267,3045.88084018834,673.656193164336,2372.224647024
"EZ55_39_1",3499.50708340154,2916.2544844291,583.25259897244,2333.00188545666
"EZ55_34_7",2708.46053504119,2196.82940155545,511.631133485747,1685.1982680697
"EZ55_2_25",3315.96308604135,2818.2813550998,497.681730941541,2320.59962415826
"EZ55_29_24",3599.91431305152,3056.86572852509,543.048584526437,2513.81714399865
"EZ55_18_61",3560.30490052973,2816.80858037287,743.496320156867,2073.312260216
"EZ55_18_62",3416.59458060191,2664.70500064113,751.889579960777,1912.81542068035
"EZ55_6_9",3659.52711536879,3086.60356524377,572.923550125017,2513.68001511876
"EZ55_20_51",2341.16088190951,1989.4612737418,351.699608167702,1637.7616655741
"EZ55_30_23",3325.05564151332,2705.45305568111,619.602585832202,2085.85046984891
"EZ55_42_42",3634.8963906306,2974.35607654933,660.540314081263,2313.81576246807
"EZ55_47_11",3268.07830639164,2915.37589163114,352.702414760506,2562.67347687063
"EZ55_28_57",3414.84191358036,2736.94324715931,677.898666421053,2059.04458073825
"EZ55_17_63",3447.31598178543,2711.12082063761,736.195161147813,1974.9256594898
"EZ55_58_7",3416.83181675615,2689.38918735512,727.442629401032,1961.94655795409
"EZ55_14_108",3451.22682303542,3039.69668332314,411.530139712284,2628.16654361085
"EZ55_60_57",2277.15134848417,1873.5800216189,403.571326865271,1470.00869475363
"EZ55_7_13",3396.31686137314,2890.69098565003,505.625875723101,2385.06510992693
"EZ55_28_81",2450.58253177005,2187.81514864851,262.767383121535,1925.04776552698
"EZ55_31_112",3624.29793246143,3039.39847547838,584.899456983052,2454.49901849533
"EZ55_18_131",3411.980179732,2790.68676944701,621.29341028499,2169.39335916202
"EZ55_12_22",3283.21649293115,2667.13269449436,616.083798436785,2051.04889605758
"EZ55_40_4",3411.03875684942,2543.15548174339,867.883275106025,1675.27220663736
"EZ55_2_75",635.737943915409,632.886652246531,2.85129166887714,630.035360577654
"EZ55_58_4",3458.8751073511,2678.21312480722,780.661982543879,1897.55114226334
"EZ55_17_70",3376.3413188915,2960.98688364645,415.35443524505,2545.6324484014
"EZ55_18_189",3334.3013657844,3045.21588724856,289.085478535836,2756.13040871273
"EZ55_4_170",3637.29177216581,3005.5148048218,631.776967344003,2373.7378374778
"EZ55_65_49",3364.80822462063,3012.85603936464,351.952185255996,2660.90385410864
"EZ55_43_228",3342.00480130447,2864.19581291552,477.808988388951,2386.38682452657
"EZ55_26_2",3565.04008462777,2995.65552475814,569.384559869628,2426.27096488851
"EZ55_43_138",2766.16732323251,2365.7599522793,400.407370953214,1965.35258132608
"EZ55_47_13",1867.36249567797,1636.47590903168,230.886586646293,1405.58932238538
"EZ55_52_1",1578.78829557217,1380.26504688269,198.523248689482,1181.74179819321
"EZ55_60_4",3352.5741190966,2940.31034723424,412.263771862362,2528.04657537188
"EZ55_34_18",3273.94977581726,2691.26648507234,582.683290744918,2108.58319432742
"EZ55_21_83",3470.22717235949,2650.13269628666,820.094476072824,1830.03822021384
"EZ55_52_9",3713.0660589484,3113.5050631806,599.560995767798,2513.9440674128
"EZ55_39_54",3239.74456928178,2687.01773492355,552.726834358235,2134.29090056531
"EZ55_4_152",3686.04928113018,3058.30640008654,627.742881043643,2430.56351904289
"EZ55_60_289",3599.35761605819,2999.82795970766,599.529656350534,2400.29830335712
"EZ55_28_9",3663.61239793624,3053.24460333769,610.367794598547,2442.87680873914
"EZ55_60_148",3420.98818220107,2735.38627140399,685.601910797075,2049.78436060692
"EZ55_31_90",3440.2257540935,2895.84718923001,544.378564863491,2351.46862436651
"EZ55_20_3",3437.79034581391,2657.66446821999,780.12587759392,1877.53859062607
"EZ55_60_241",3441.47100515564,2831.15690055127,610.314104604369,2220.8427959469
"EZ55_32_54",2728.63723853577,2503.94229973856,224.694938797204,2279.24736094136
"EZ55_2_80",3533.72497385773,3065.09800884316,468.626965014574,2596.47104382858
"EZ55_18_37",2538.20434531255,2229.28467365099,308.919671661558,1920.36500198943
"EZ55_6_12",3742.46256789878,3165.85282830465,576.609739594123,2589.24308871053
"EZ55_28_117",3116.32283734352,2734.91902123045,381.403816113071,2353.51520511738
"EZ55_65_16",3741.0507657204,2927.15278302747,813.897982692936,2113.25480033453
"EZ55_29_19",3824.13326385201,3052.84938713893,771.283876713084,2281.56551042584
"EZ55_13_102",3678.90773036912,3075.51893047394,603.388799895183,2472.13013057876
"EZ55_60_204",3490.0850348009,2901.57079483036,588.514239970548,2313.05655485981
"EZ55_31_79",3686.47020778464,2947.0823795476,739.387828237041,2207.69455131056
"EZ55_15_5",3605.62251482833,2630.8600606933,974.762454135026,1656.09760655828
"EZ55_43_59",3271.45647141091,2787.7170626051,483.73940880581,2303.97765379929
"EZ55_6_33",2891.54775146898,2449.58270132162,441.965050147355,2007.61765117427
"EZ55_28_110",3638.40180668298,2932.89363712367,705.508169559309,2227.38546756436
"EZ55_4_115",2980.37835180859,2633.0117646513,347.366587157285,2285.64517749402
"EZ55_43_63",3500.37711889349,2894.6732866549,605.703832238586,2288.96945441632
"EZ55_3_4",3471.19884322686,2716.10120343287,755.097639793992,1961.00356363888
"NATL1A_610",1997.63797250194,1806.3029824778,191.334990024143,1614.96799245366
"EZ55_58_8",3514.8138788207,3040.72801246666,474.085866354045,2566.64214611261
"EZ55_17_54",3580.57484109297,2747.70219972626,832.872641366715,1914.82955835954
"EZ55_7_16",3386.21684999166,3049.00462770811,337.212222283554,2711.79240542456
"EZ55_30_45",3676.72906408838,3106.55005950212,570.17900458626,2536.37105491586
"EZ55_31_9",3461.34887637994,2913.39412297456,547.954753405384,2365.43936956917
"EZ55_43_42",3366.38585355788,2773.68089323188,592.704960325995,2180.97593290589
"EZ55_15_60",2991.13078335369,2390.65217777309,600.478605580595,1790.1735721925
"EZ55_39_78",2263.92395014141,1998.30457949593,265.619370645486,1732.68520885044
"EZ55_14_29",3303.98837371514,2842.49532673419,461.493046980944,2381.00227975325
"EZ55_24_9",3396.7194464947,2503.39879245695,893.320654037755,1610.07813841919
"EZ55_39_147",3276.33866517911,2815.71958834521,460.619076833907,2355.1005115113
"EZ55_15_48",3748.23938144415,2895.53704651341,852.702334930745,2042.83471158266
"EZ55_17_60",3642.70358891601,2834.78309440867,807.920494507343,2026.86259990132
"EZ55_18_120",3331.12913964005,2786.27572440496,544.853415235086,2241.42230916988
"EZ55_28_98",2769.1453246231,2371.23342749272,397.91189713038,1973.32153036234
"EZ55_31_77",2489.36427395133,2219.66075721795,269.703516733377,1949.95724048458
"EZ55_59_15",3536.58540717035,2948.47678905846,588.108618111888,2360.36817094657
"EZ55_41_42",3468.65248303995,2917.98296183377,550.66952120618,2367.31344062759
"EZ55_15_35",3561.18893834061,3092.73842022059,468.450518120023,2624.28790210057
"EZ55_60_255",3112.99389493362,2542.04398329699,570.94991163663,1971.09407166036
"EZ55_2_126",2819.90974247381,2509.30614987215,310.603592601659,2198.7025572705
"EZ55_32_61",3444.02519320995,2933.48396463857,510.541228571384,2422.94273606718
"EZ55_18_193",3636.32400253992,2964.57140991367,671.752592626255,2292.81881728741
"EZ55_15_4",3291.53739657313,2648.75598452915,642.781412043973,2005.97457248518
"EZ55_3_8",3692.04420843853,3078.43576846302,613.608439975505,2464.82732848752
"EZ55_20_1",3584.42282997094,2768.81848027416,815.604349696783,1953.21413057738
"EZ55_19_3",3675.16040723975,2774.68029638135,900.480110858398,1874.20018552295
"EZ55_43_112",3570.51858475976,2994.75709989759,575.761484862169,2418.99561503542
"EZ55_4_204",3438.44638025542,2912.58034284372,525.866037411704,2386.71430543201
"EZ55_60_302",3277.68242356832,2704.66191576407,573.020507804248,2131.64140795982
"EZ55_32_14",3557.78131845943,2965.37793288493,592.403385574494,2372.97454731044
"EZ55_30_32",3483.32170828816,2953.31188761448,530.00982067368,2423.3020669408
"EZ55_40_17",1417.73340525972,1335.74222584617,81.9911794135551,1253.75104643261
"EZ55_24_6",3319.08967161513,2719.90211249605,599.18755911908,2120.71455337697
"EZ55_15_46",3616.09427351035,2814.49739753827,801.596875972083,2012.90052156619
"EZ55_17_62",3573.51849927869,2900.67821552207,672.840283756618,2227.83793176545
"EZ55_58_63",3378.89663710976,2652.95228662482,725.944350484935,1927.00793613989
"EZ55_4_216",3307.36141086795,2996.11461355786,311.24679731009,2684.86781624777
"EZ55_43_91",3441.24283891816,2930.15519921099,511.087639707168,2419.06755950383
"EZ55_4_201",3019.28509971706,2651.44253832425,367.842561392812,2283.59997693144
"EZ55_30_36",3108.6228568512,2486.16981166555,622.453045185648,1863.71676647991
"EZ55_41_61",3699.88416492265,3001.00225558618,698.88190933647,2302.12034624971
"EZ55_18_113",3632.89864829472,3089.92034120362,542.978307091103,2546.94203411251
"EZ55_60_153",3415.28695275213,2691.87238141182,723.414571340309,1968.45781007152
"EZ55_4_49",3680.80893630222,2872.3135064696,808.495429832622,2063.81807663697
"EZ55_65_66",2223.43051795822,1773.80096385251,449.629554105712,1324.1714097468
"EZ55_75_4",3264.87123866163,2828.07259842959,436.798640232042,2391.27395819755
"EZ55_31_135",3648.68485367495,3059.58489532029,589.099958354668,2470.48493696562
"EZ55_60_47",3096.84307138668,2543.64389510616,553.199176280523,1990.44471882564
"EZ55_4_29",3439.29220752467,2631.82874387199,807.463463652682,1824.36528021931
"EZ55_39_74",3677.17570579083,2894.84917373399,782.326532056846,2112.52264167714
"EZ55_12_21",3656.68966275379,2933.27801644483,723.411646308962,2209.86637013587
"NATL1A_886",167.910830500399,121.490996527446,46.4198339729535,75.0711625544921
"EZ55_43_185",2778.47762709308,2269.85579207174,508.621835021345,1761.23395705039
"EZ55_60_151",3220.10774531488,2689.0236194433,531.084125871585,2157.93949357172
"EZ55_19_73",3150.32450006508,2473.84475152632,676.479748538761,1797.36500298756
"EZ55_60_149",3103.6728643947,2598.41403691649,505.258827478213,2093.15520943827
"EZ55_39_58",3644.56055386412,3106.56557159381,537.994982270309,2568.5705893235
"EZ55_2_29",3601.3169139037,2998.25582434545,603.061089558251,2395.1947347872
"EZ55_70_64",3451.80932917503,2666.84216817054,784.967161004492,1881.87500716605
"EZ55_75_13",3771.42383402602,2985.83700812211,785.586825903918,2200.25018221819
"EZ55_42_51",3494.26051955405,2851.67204910819,642.588470445859,2209.08357866233
"EZ55_60_340",3164.95550955581,2711.47254997649,453.482959579319,2257.98959039717
"EZ55_31_10",3665.34299034565,2957.56974888101,707.773241464634,2249.79650741638
"EZ55_42_33",3451.97732974387,2668.43367027086,783.543659473014,1884.89001079784
"EZ55_18_141",3459.14412399048,2890.53416725376,568.609956736726,2321.92421051703
"EZ55_52_10",3680.99928773666,3121.21318709592,559.78610064074,2561.42708645518
"EZ55_14_97",3346.28496869681,2943.57370749641,402.711261200397,2540.86244629601
"EZ55_31_4",3412.90142966702,2628.24107905966,784.660350607359,1843.5807284523
"EZ55_60_93",3393.60883134965,2796.12706472614,597.481766623504,2198.64529810264
"EZ55_28_115",2596.54022680164,2308.35500487187,288.185221929773,2020.1697829421
"EZ55_43_221",3107.73058740356,2643.27739195592,464.453195447637,2178.82419650828
"EZ55_4_48",3776.93688213564,2908.70434272044,868.232539415206,2040.47180330523
"EZ55_18_195",2340.6503359078,2175.90512946372,164.745206444076,2011.15992301965
"EZ55_40_6",3488.13763019086,2922.68463444322,565.45299574764,2357.23163869558
"EZ55_42_22",3417.6118576022,2983.98634160635,433.625515995855,2550.36082561049
"EZ55_43_120",2705.98021235279,2368.33017746123,337.650034891552,2030.68014256968
"EZ55_30_82",3563.54973448608,3012.62562581538,550.924108670697,2461.70151714468
"EZ55_12_34",3548.45472375719,3019.83520662891,528.619517128277,2491.21568950063
"EZ55_35_37",2770.0189232361,1047.54083850955,1722.47808472655,-674.937246217004
"EZ55_4_83",2994.79305887248,2544.87150541316,449.921553459315,2094.94995195385
"EZ55_19_7",3355.26174137786,2719.77321176782,635.488529610034,2084.28468215779
"EZ55_4_217",3617.58839451846,2870.70174779372,746.886646724741,2123.81510106898
"EZ55_65_78",3011.3911416352,2592.13806950235,419.253072132846,2172.88499736951
"EZ55_14_2",3434.28774156322,2909.25851104612,525.029230517092,2384.22928052903
"EZ55_27_6",3501.5223808273,2879.40753151268,622.114849314619,2257.29268219806
"EZ55_52_60",3755.14371307743,3116.88915391235,638.254559165071,2478.63459474728
"EZ55_14_105",1372.71069527769,1170.99489534968,201.715799928005,969.279095421678
"EZ55_10_16",3701.10701971201,2885.47039017182,815.636629540193,2069.83376063162
"EZ55_60_53",3627.09548955798,3025.48203801279,601.613451545191,2423.8685864676
"EZ55_6_51",3384.06072283212,2986.56442411966,397.496298712461,2589.0681254072
"EZ55_3_3",3175.93408729081,2568.70895348194,607.225133808867,1961.48381967307
"EZ55_15_49",3344.54163261702,2631.07092970939,713.470702907633,1917.60022680176
"EZ55_39_33",3563.09043593461,2701.05993110575,862.030504828862,1839.02942627688
"EZ55_35_27",3289.11816366277,2663.63112193593,625.487041726835,2038.1440802091
"EZ55_21_33",3516.39098431111,2683.67539164155,832.715592669558,1850.95979897199
"EZ55_4_118",3679.27244292174,3063.29462368297,615.977819238769,2447.3168044442
"EZ55_65_80",3411.02649401392,2836.24983325043,574.776660763494,2261.47317248693
"EZ55_43_214",3740.53315756919,3132.98084266732,607.552314901869,2525.42852776545
"EZ55_60_75",2846.18750379632,2503.12573346394,343.061770332376,2160.06396313157
"EZ55_58_15",3459.86878566171,2771.97269956073,687.896086100975,2084.07661345976
"EZ55_60_16",3377.85259640986,2757.88454784761,619.968048562246,2137.91649928537
"EZ55_12_32",3490.72854717528,2909.03051562044,581.698031554832,2327.33248406561
"EZ55_18_167",3467.92870037541,2940.66727823586,527.261422139556,2413.4058560963
"EZ55_4_33",3384.34855258214,2883.13050847789,501.218044104241,2381.91246437365
"EZ55_42_19",3716.26827711389,2980.52931216581,735.738964948088,2244.79034721772
"EZ55_70_161",3383.69770505667,2764.43631843049,619.261386626182,2145.17493180431
"EZ55_35_1",3553.46262935667,2688.01423725946,865.448392097206,1822.56584516226
"EZ55_60_17",3638.30693716882,3000.75853566903,637.54840149979,2363.21013416924
"EZ55_43_193",3397.23296869583,3038.06613736448,359.166831331357,2678.89930603312
"EZ55_4_112",3398.51167732242,2923.2521645922,475.259512730215,2447.99265186199
"EZ55_4_215",3597.6421415683,2899.0453249014,698.596816666897,2200.44850823451
"EZ55_15_47",3549.53313947273,2877.89827888509,671.634860587644,2206.26341829745
"EZ55_60_343",3419.47503004325,2947.86087722745,471.614152815799,2476.24672441166
"EZ55_41_62",2930.70739009657,2498.40842274497,432.298967351601,2066.10945539337
"EZ55_2_14",3412.80933887219,2763.88988203757,648.91945683462,2114.97042520295
"EZ55_28_112",3300.72746165905,2852.0058051465,448.721656512551,2403.28414863395
"EZ55_18_155",3507.24540749378,2977.7110987213,529.534308772477,2448.17678994883
"EZ55_4_78",3734.69414731561,2966.98011696714,767.714030348474,2199.26608661866
"EZ55_43_196",3315.49953940276,2890.72609804804,424.773441354717,2465.95265669333
"NATL1A_673",590.728870397336,438.35607749621,152.372792901126,285.983284595084
"EZ55_1_56",3478.72538084756,2967.30536976151,511.420011086048,2455.88535867547
"EZ55_2_128",3734.64301446601,3136.21439621851,598.428618247491,2537.78577797102
"EZ55_31_80",3304.86588538816,2872.97115244748,431.89473294068,2441.0764195068
"EZ55_39_15",2945.17265876785,2549.44183484458,395.730823923273,2153.71101092131
"EZ55_60_371",3353.08450150827,2907.93029892365,445.15420258462,2462.77609633903
"EZ55_39_40",3727.96017713587,2928.09563134932,799.864545786549,2128.23108556278
"EZ55_1_32",3265.15296795311,2716.08722338398,549.06574456913,2167.02147881485
"EZ55_28_109",3478.38744836283,2863.00057951336,615.386868849471,2247.61371066389
"EZ55_43_198",3143.1398422049,2700.50907716181,442.630765043094,2257.87831211871
"EZ55_31_31",3263.44489465195,2654.41830633157,609.026588320379,2045.39171801119
"EZ55_2_66",2825.64990929093,2471.87588889937,353.774020391552,2118.10186850782
"EZ55_39_4",3205.23913470899,2627.32274288305,577.916391825941,2049.40635105711
"EZ55_39_164",3678.63943280062,2912.83077447841,765.808658322203,2147.02211615621
"NATL1A_1001",231.36743966917,218.531607027731,12.8358326414389,205.695774386292
"EZ55_60_296",2522.27162755343,2154.66228446928,367.609343084152,1787.05294138513
"EZ55_4_199",3520.37183026674,2990.51058992931,529.861240337432,2460.64934959188
"EZ55_43_7",3416.96141271346,2936.58127250545,480.380140208013,2456.20113229744
"EZ55_59_8",3128.65590370384,2638.39406393096,490.261839772878,2148.13222415808
"EZ55_42_6",3616.6678376314,2806.92770250882,809.740135122581,1997.18756738624
"EZ55_60_66",3790.87315674431,3074.4083762135,716.464780530809,2357.94359568269
"EZ55_17_43",3722.23993293076,3112.02293003432,610.21700289644,2501.80592713788
"EZ55_13_37",2608.43661286814,2328.56333459172,279.873278276417,2048.6900563153
"EZ55_43_22",3785.58155961231,3144.02622109212,641.555338520186,2502.47088257194
"EZ55_13_15",3305.42399555317,2803.5393865238,501.884609029366,2301.65477749444
"EZ55_42_38",3371.91515635354,2532.85139361357,839.063762739969,1693.7876308736
"EZ55_28_31",3638.09903549953,3104.92595851814,533.173076981387,2571.75288153676
"EZ55_14_39",3667.60595179909,2864.01434786484,803.591603934253,2060.42274393058
"EZ55_2_15",3543.80412851793,2945.06524154926,598.738886968677,2346.32635458058
"EZ55_60_218",3676.21466813638,2999.68810036829,676.52656776809,2323.1615326002
"EZ55_6_23",3069.17090818882,2657.93840571448,411.232502474343,2246.70590324014
"EZ55_7_3",3735.46784015859,3031.20011996732,704.26772019127,2326.93239977605
"EZ55_2_136",3037.05468849113,2774.32881362431,262.725874866813,2511.6029387575
"EZ55_47_14",2742.24677723016,2241.30664521554,500.940132014621,1740.36651320092
"EZ55_17_48",3548.4214634205,2936.33547240099,612.085991019503,2324.24948138149
"EZ55_17_59",3050.61412229328,2350.66718504185,699.946937251427,1650.72024779042
"EZ55_18_181",2359.06720740954,2237.20108655431,121.866120855232,2115.33496569908
"EZ55_42_59",3239.48868445778,2782.93183659497,456.556847862813,2326.37498873216
"EZ55_17_55",3622.66672065557,2926.48054316734,696.186177488231,2230.29436567911
"EZ55_70_76",3571.15014574552,2980.82360984769,590.326535897829,2390.49707394986
"EZ55_21_96",3628.2119470984,3056.84449998284,571.367447115562,2485.47705286728
"EZ55_59_7",3212.00947906894,2849.21004471207,362.799434356872,2486.4106103552
"EZ55_3_13",3096.99005287624,2203.46514924648,893.524903629757,1309.94024561672
"EZ55_40_14",234.795259018328,233.357077586249,1.43818143207861,231.918896154171
"EZ55_52_28",3492.4117737532,2934.75457484731,557.657198905888,2377.09737594142
"EZ55_2_83",2858.61688741511,2125.55178480697,733.065102608143,1392.48668219883
"EZ55_20_41",3127.10985553272,2603.32183910059,523.788016432125,2079.53382266847
"EZ55_1_24",2172.56328958291,1756.85651011343,415.706779469478,1341.14973064395
"EZ55_18_190",2811.8639095083,2444.10124985557,367.762659652735,2076.33859020283
"EZ55_21_121",3580.60868357506,3062.19976025159,518.40892332347,2543.79083692812
"EZ55_40_18",507.850914292195,496.941158295892,10.909755996303,486.031402299589
"EZ55_15_89",3518.01224869753,2535.88444127032,982.127807427214,1553.7566338431
"EZ55_21_67",3505.86604473768,2899.76634231719,606.099702420496,2293.66663989669
"EZ55_13_38",3486.0091397606,2947.30659226979,538.70254749081,2408.60404477898
"EZ55_60_22",2964.3303279672,2213.62515765539,750.705170311815,1462.91998734357
"EZ55_18_2",3672.77335659045,2998.92042923645,673.852927354,2325.06750188245
"EZ55_21_120",3099.03777562563,2768.84569023368,330.192085391957,2438.65360484172
"EZ55_18_50",3504.08650257499,3038.2770170918,465.809485483188,2572.46753160862
"EZ55_42_105",3427.57718040895,2808.55570283643,619.021477572519,2189.53422526391
"EZ55_47_8",3044.29918031066,2378.66306476549,665.636115545173,1713.02694922032
"EZ55_78_2",165.279628023394,81.1479224317029,84.1317055916908,-2.98378315998789
"EZ55_14_107",3546.731836917,2978.63592290639,568.095914010611,2410.54000889577
"EZ55_2_16",3666.7861617095,2981.66295638126,685.123205328237,2296.53975105303
"EZ55_40_20",3188.33825119147,2791.21315091466,397.12510027681,2394.08805063785
"EZ55_70_102",3500.05649320615,2690.6997563581,809.356736848042,1881.34301951006
"EZ55_65_87",3253.40002096909,2916.48023299799,336.9197879711,2579.56044502689
"EZ55_6_27",3541.36558153731,3101.6530818031,439.712499734209,2661.94058206889
"EZ55_21_69",3480.39178324173,3097.02593232137,383.365850920361,2713.66008140101
"EZ55_41_10",3655.88701939996,3062.15393532731,593.733084072651,2468.42085125466
"EZ55_43_191",3396.31132623982,3026.27549491757,370.035831322246,2656.23966359533
"EZ55_70_152",3085.71407281834,2286.74633347725,798.96773934109,1487.77859413616
"EZ55_49_11",3549.02244787014,2968.6474428918,580.375004978342,2388.27243791346
"EZ55_30_27",3607.94824262399,3017.79344979791,590.154792826082,2427.63865697183
"EZ55_28_62",2878.714082316,2598.12391574266,280.590166573336,2317.53374916933
"EZ55_13_90",3557.75410396958,2796.29726851978,761.456835449797,2034.84043306999
"EZ55_35_18",3244.79168076341,2599.32976359687,645.461917166535,1953.86784643034
"EZ55_70_101",3624.5247162736,2754.55724249779,869.967473775806,1884.58976872199
"EZ55_31_48",3058.28372932668,2653.5880337852,404.695695541483,2248.89233824372
"EZ55_2_30",3685.86329682159,3039.60436304006,646.258933781528,2393.34542925853
"EZ55_43_230",1170.76760317569,1142.0117549067,28.755848268991,1113.25590663771
"EZ55_20_6",3557.78699784048,2985.3924645058,572.394533334677,2412.99793117112
"EZ55_43_215",3671.36159446757,3091.82786676488,579.533727702682,2512.2941390622
"EZ55_35_41",3416.47542758464,2682.28650320296,734.188924381685,1948.09757882127
"EZ55_9_11",3031.77869097888,2608.22209604173,423.556594937156,2184.66550110457
"EZ55_28_126",3594.3790842718,3037.21117957497,557.167904696827,2480.04327487815
"EZ55_4_85",3306.66984391563,2672.17004181498,634.49980210065,2037.67023971433
"EZ55_3_40",3021.39763639339,2381.93583225572,639.461804137667,1742.47402811805
"EZ55_60_252",3272.69738014909,2577.08747031601,695.609909833081,1881.47756048293
"EZ55_60_171",3703.09526528567,3044.05000989237,659.045255393301,2385.00475449907
"EZ55_26_7",3524.30687516961,2888.52725833477,635.779616834839,2252.74764149993
"EZ55_19_43",3099.17422198269,2787.33378515634,311.840436826353,2475.49334832999
"EZ55_29_27",3326.50500208485,2879.07153797425,447.433464110604,2431.63807386364
"EZ55_31_131",3354.6762497347,2896.63335836422,458.042891370482,2438.59046699373
"EZ55_14_30",3109.28671061456,2605.4991025756,503.787608038968,2101.71149453663
"EZ55_42_39",3402.08244140107,2789.29853231609,612.783909084979,2176.51462323111
"EZ55_43_80",3771.90893053376,3138.82707099344,633.081859540318,2505.74521145312
"EZ55_39_55",2746.56415495301,2247.58771727158,498.976437681431,1748.61127959015
"EZ55_4_128",3710.20669697026,3073.31048020932,636.896216760941,2436.41426344838
"EZ55_60_48",2775.11316544702,2353.00017106728,422.112994379735,1930.88717668755
"EZ55_43_178",3333.48785383201,2776.66199131759,556.825862514414,2219.83612880318
"EZ55_21_32",3682.37377709207,2956.26779437941,726.105982712655,2230.16181166676
"EZ55_4_224",3084.90877211735,2723.4273848199,361.481387297452,2361.94599752245
"EZ55_60_190",2144.91276886851,2043.79174182694,101.121027041571,1942.67071478537
"EZ55_40_13",236.384868946997,235.731526094257,0.653342852739314,235.078183241518
"EZ55_43_257",2063.55567982062,1851.38172673794,212.17395308268,1639.20777365526
"EZ55_14_94",3134.04803475873,2583.29682844529,550.751206313444,2032.54562213184
"EZ55_39_140",2724.06683759425,2280.61722506694,443.449612527314,1837.16761253962
"EZ55_14_106",3653.43762757374,2908.67168988941,744.765937684327,2163.90575220509
"EZ55_43_90",3328.59874765686,2476.59295176726,852.0057958896,1624.58715587766
"EZ55_2_69",3634.94621765652,2988.44841291129,646.497804745232,2341.95060816606
"EZ55_18_88",3566.8283661828,2882.34616280551,684.482203377293,2197.86395942821
"EZ55_70_1",3498.69624561995,2770.84307163871,727.853173981241,2042.98989765747
"EZ55_1_17",3069.22273242934,2709.17994079566,360.042791633678,2349.13714916199
"EZ55_1_54",3735.91699536541,3081.187176196,654.729819169407,2426.45735702659
"EZ55_31_61",3667.63665763575,3039.72854310472,627.908114531032,2411.82042857368
"EZ55_19_81",3632.78603806471,3007.04442834171,625.741609723006,2381.3028186187
