"","kTotal","kWithin","kOut","kDiff"
"EZ55_60_31",1398.2691408765,656.757988420494,741.511152456005,-84.7531640355103
"EZ55_18_110",2680.57967445796,2053.48689900391,627.092775454052,1426.39412354985
"EZ55_13_24",1779.90868164481,1262.57194665209,517.336734992721,745.23521165937
"EZ55_60_362",1799.2180166861,1240.82873163395,558.389285052151,682.4394465818
"EZ55_19_104",2462.13622811239,1713.67876568203,748.457462430362,965.221303251665
"EZ55_40_2",3056.04352535969,2353.45663735486,702.586888004827,1650.86974935004
"EZ55_27_8",1792.905721217,1238.96078131294,553.944939904064,685.015841408876
"EZ55_32_37",1675.36418623921,1376.55081777219,298.813368467021,1077.73744930516
"EZ55_18_15",2622.77274766389,1056.55128511907,1566.22146254483,-509.670177425759
"EZ55_60_267",2764.83937126202,2002.16111749258,762.678253769433,1239.48286372315
"EZ55_21_77",2586.48632915022,2211.20338361778,375.282945532435,1835.92043808535
"EZ55_2_45",2766.00716981393,2142.04381871071,623.96335110322,1518.08046760749
"R8W_36",27.5836417316195,21.8930522133528,5.69058951826674,16.2024626950861
"EZ55_60_24",2919.86885826011,1390.58943212581,1529.2794261343,-138.689994008496
"EZ55_18_234",2764.09232112405,1915.17393995321,848.918381170845,1066.25555878236
"EZ55_15_37",2605.26311301934,1754.30772304506,850.955389974283,903.352333070774
"EZ55_60_97",2350.15454248885,1786.92367368786,563.230868800992,1223.69280488687
"EZ55_60_363",1292.76956685789,983.553390764168,309.216176093722,674.337214670446
"EZ55_43_253",2474.82491204594,1852.71563822137,622.109273824577,1230.60636439679
"EZ55_6_10",1272.05248471033,1099.02325740306,173.029227307276,925.99403009578
"EZ55_13_25",2002.65010107227,1516.97045804494,485.679643027327,1031.29081501762
"EZ55_15_39",3135.12974058877,2231.60693474708,903.522805841693,1328.08412890538
"EZ55_18_214",2073.03412977142,1581.33999466283,491.694135108589,1089.64585955424
"EZ55_18_144",2507.12081218282,1813.27379101832,693.847021164503,1119.42676985381
"EZ55_21_75",2257.80258912536,1827.88271709027,429.919872035088,1397.96284505518
"EZ55_1_11",2158.65284589745,1665.87829849381,492.774547403649,1173.10375109016
"EZ55_35_32",2470.66758119845,1723.75343408869,746.914147109755,976.839286978935
"EZ55_60_27",2902.30283245956,1338.29707079487,1564.00576166469,-225.708690869818
"EZ55_60_30",2997.10828028969,1347.34319571787,1649.76508457181,-302.421888853941
"EZ55_12_31",2632.32103912274,1921.7455611261,710.575477996638,1211.17008312946
"EZ55_30_29",2938.35008064595,2221.70062554365,716.649455102293,1505.05117044136
"EZ55_18_215",2488.74633433823,1975.68533759194,513.060996746291,1462.62434084564
"EZ55_43_229",2124.62100405811,1493.88664593681,630.734358121304,863.152287815503
"EZ55_39_167",1955.84763721365,1534.71632708253,421.131310131115,1113.58501695142
"EZ55_21_78",2181.39217607146,1527.3334246834,654.058751388065,873.274673295334
"EZ55_1_34",2489.49788292112,1835.74560965671,653.752273264411,1181.9933363923
"EZ55_60_101",2400.04700203579,1773.23239452274,626.814607513048,1146.41778700969
"EZ55_19_37",2857.05773514253,2055.75388749737,801.30384764516,1254.45003985221
"EZ55_2_48",3393.28964340593,2721.50237838571,671.78726502022,2049.71511336549
"EZ55_60_345",2858.04148413021,1037.01554911282,1821.02593501738,-784.010385904558
"EZ55_25_24",2170.49119641164,1532.32934975958,638.161846652065,894.167503107514
"EZ55_19_35",3168.73083705021,2379.90044319509,788.830393855122,1591.07004933997
"EZ55_60_269",2545.16465219105,1860.161533687,685.00311850405,1175.15841518295
"EZ55_60_261",3061.34676083752,2161.50986522357,899.836895613956,1261.67296960961
"EZ55_60_260",3361.64523313365,2483.18576250002,878.459470633627,1604.7262918664
"EZ55_60_103",2664.84887404205,2063.1899346869,601.658939355154,1461.53099533174
"EZ55_52_50",3412.03631700974,2544.18561642776,867.850700581981,1676.33491584578
"EZ55_18_233",2583.02133463879,1828.47438722257,754.546947416222,1073.92743980634
"EZ55_19_61",2675.92157941439,1941.6163273929,734.305252021484,1207.31107537142
"EZ55_3_20",3122.62801271411,2529.94493392707,592.683078787045,1937.26185514002
"EZ55_59_29",2201.6420026749,1865.62299539808,336.019007276825,1529.60398812125
"EZ55_43_116",2471.24368253609,2029.52927019592,441.714412340165,1587.81485785576
"EZ55_21_91",2523.63212232628,1866.24947925079,657.38264307549,1208.8668361753
"EZ55_60_278",1583.79530196396,1317.29952221353,266.495779750432,1050.8037424631
"EZ55_60_202",1857.33102175509,1178.17120434728,679.159817407804,499.011386939478
"EZ55_15_42",2420.4073812298,1799.46508773469,620.942293495113,1178.52279423958
"EZ55_18_108",3002.36884613547,2186.59694227128,815.77190386419,1370.82503840709
"EZ55_18_10",1346.94643052128,936.53380534524,410.412625176036,526.121180169204
"EZ55_18_14",2600.33103713887,1959.79333261983,640.537704519041,1319.25562810079
"EZ55_13_23",3333.20997932558,1132.60062097282,2200.60935835276,-1068.00873737994
"EZ55_60_270",2375.22101087774,1658.15948859447,717.061522283276,941.097966311192
"EZ55_43_95",2151.00005008563,1769.31385241597,381.686197669666,1387.6276547463
"EZ55_28_80",2595.27938838406,2065.77914182616,529.500246557895,1536.27889526827
"EZ55_2_35",2357.78256454593,1976.64185062081,381.140713925121,1595.50113669569
"R8W_24",20.7211361189193,15.6312150704083,5.08992104851099,10.5412940218973
"EZ55_60_283",2950.21629799181,2188.99282266743,761.223475324383,1427.76934734304
"EZ55_18_226",2567.01635276519,1990.70903692049,576.307315844704,1414.40172107578
"EZ55_29_39",2427.89200769152,1614.56280546428,813.329202227237,801.233603237044
"EZ55_19_106",3377.17686060333,2363.82050782635,1013.35635277698,1350.46415504936
"EZ55_43_238",1310.3567005917,1127.03603993198,183.320660659715,943.715379272269
"EZ55_24_1",2151.11955937983,924.137781815425,1226.98177756441,-302.84399574898
"EZ55_18_210",3531.68930654802,2645.45621473893,886.233091809086,1759.22312292985
"EZ55_27_7",2587.45179933789,1986.26009974376,601.191699594131,1385.06840014962
"EZ55_4_122",3368.04891414666,2607.18140383922,760.867510307436,1846.31389353179
"R8W_34",11.7199255376431,6.81948875825753,4.90043677938559,1.91905197887194
"EZ55_13_43",3429.28077042574,2617.02264277553,812.258127650217,1804.76451512531
"EZ55_70_105",2894.57540519635,2045.11017308627,849.465232110081,1195.64494097619
"EZ55_4_166",2579.297805446,1956.55779636755,622.740009078441,1333.81778728911
"EZ55_35_7",2403.13791316,1608.18434519741,794.953567962585,813.230777234829
"EZ55_60_99",2845.31969078684,2191.16941961755,654.150271169286,1537.01914844827
"EZ55_18_217",3075.75923538811,2381.49909091812,694.260144469994,1687.23894644812
"EZ55_21_80",2750.38867324056,2069.88786312842,680.500810112136,1389.38705301629
"EZ55_18_12",2292.39925892942,1786.84043204659,505.558826882834,1281.28160516375
"EZ55_18_225",2972.26495077018,2014.08435556953,958.180595200653,1055.90376036888
"EZ55_41_67",2942.74350427516,2179.04298065473,763.700523620431,1415.3424570343
"EZ55_43_114",2479.12994488635,2005.13961630928,473.99032857707,1531.14928773221
"EZ55_60_271",2726.23680873522,2201.47514179441,524.76166694081,1676.7134748536
"EZ55_39_70",3071.73046225021,2194.48087961514,877.24958263507,1317.23129698007
"EZ55_1_2",2651.81505235041,2234.15267859164,417.662373758773,1816.49030483287
"EZ55_15_43",2009.28387861067,1614.10352285446,395.180355756203,1218.92316709826
"EZ55_41_53",1433.19679235545,619.673910711558,813.522881643887,-193.848970932329
"EZ55_69_1",2299.20159823288,1693.57585873076,605.625739502121,1087.95011922864
"EZ55_70_104",2341.39544948028,1649.90619153661,691.489257943664,958.416933592949
"EZ55_18_111",3157.25443626961,2277.39021761818,879.864218651432,1397.52599896675
"EZ55_43_56",3087.40709473473,2492.98713171733,594.419963017396,1898.56716869993
"EZ55_35_34",2793.74345303799,2246.94333043862,546.800122599368,1700.14320783925
"EZ55_14_6",3151.19098409582,2257.67075546457,893.520228631252,1364.15052683332
"EZ55_14_10",2628.66148840667,2037.05958009552,591.601908311156,1445.45767178436
"EZ55_19_101",2522.41851242893,2185.34994410177,337.068568327154,1848.28137577462
"EZ55_31_85",2453.06062414264,1997.92129997304,455.139324169596,1542.78197580345
"EZ55_39_46",2269.02082717317,1494.19975466949,774.821072503678,719.37868216581
"EZ55_18_138",2853.16954940196,2148.78398346786,704.385565934098,1444.39841753377
"EZ55_6_11",2658.86777225988,1921.86176726163,737.006004998242,1184.85576226339
"EZ55_60_54",2997.67905334106,2343.83047049711,653.848582843958,1689.98188765315
"R8W_12",11.3104665695582,6.94380357891065,4.36666299064759,2.57714058826306
"EZ55_60_349",3035.01335022416,2261.60218218594,773.411168038228,1488.19101414771
"EZ55_18_216",2536.30905922932,1967.81485077454,568.494208454773,1399.32064231977
"EZ55_43_10",2837.55214715267,2436.90956030721,400.642586845453,2036.26697346176
"EZ55_30_64",2360.01397654074,945.774532896993,1414.23944364375,-468.464910746758
"EZ55_42_111",2083.12458871571,1626.03727569546,457.087313020253,1168.94996267521
"EZ55_14_14",2280.12350641696,1746.10614672318,534.017359693779,1212.0887870294
"EZ55_15_80",3153.02698089304,2557.5571179687,595.469862924342,1962.08725504436
"EZ55_70_86",3018.19447515808,2596.34771574256,421.846759415519,2174.50095632704
"EZ55_21_93",3330.06168431255,2710.130780506,619.930903806553,2090.19987669944
"EZ55_35_6",1490.14823869532,1045.04047209301,445.107766602314,599.932705490691
"EZ55_12_26",3120.12085862481,2458.80248687116,661.318371753648,1797.48411511751
"EZ55_43_3",2746.27947814761,2216.25138811159,530.028090036023,1686.22329807557
"EZ55_60_98",3054.28553022865,2447.1262840132,607.159246215455,1839.96703779774
"EZ55_14_9",2693.80112747005,1841.00606289842,852.795064571636,988.21099832678
"EZ55_59_22",3578.74186997051,2862.69937816726,716.042491803247,2146.65688636402
"EZ55_60_165",3217.41124703007,2388.18839140334,829.222855626735,1558.9655357766
"EZ55_19_26",2917.21097007137,2378.72222420789,538.48874586348,1840.23347834441
"EZ55_18_109",3612.46386760463,2770.62186249846,841.842005106167,1928.77985739229
"EZ55_60_62",2596.7330608323,1975.73998710314,620.993073729159,1354.74691337398
"EZ55_10_20",3298.92098094211,2548.78984992727,750.131131014837,1798.65871891244
"EZ55_31_83",3550.68475519989,2566.76444961676,983.920305583132,1582.84414403363
"EZ55_43_97",3142.36107990479,2655.50547505305,486.855604851733,2168.64987020132
"EZ55_18_36",3018.57989462063,2517.86146867778,500.718425942844,2017.14304273494
"EZ55_60_268",3235.59401374022,2299.17708585426,936.416927885963,1362.7601579683
"EZ55_19_22",1709.65803787267,1558.60502326443,151.053014608239,1407.55200865619
"EZ55_6_7",3222.26796194117,2539.9138922882,682.354069652971,1857.55982263522
"EZ55_13_89",2944.50496629131,2151.32084819623,793.184118095075,1358.13673010116
"EZ55_4_158",3158.16430132765,2307.86782660132,850.296474726333,1457.57135187499
"EZ55_1_12",3509.16495961056,2565.39881384198,943.766145768584,1621.63266807339
"EZ55_19_107",2955.95522392904,2017.18939966273,938.765824266312,1078.42357539642
"EZ55_1_18",2338.038961089,1550.3771095716,787.661851517399,762.715258054201
"EZ55_18_7",3275.80984686217,2689.46338523158,586.346461630596,2103.11692360098
"EZ55_18_229",2758.15999138187,2076.92034803006,681.239643351807,1395.68070467825
"EZ55_17_7",2529.93758354015,1980.46840329936,549.469180240787,1430.99922305857
"EZ55_1_9",2703.74394500608,1852.65253871802,851.091406288058,1001.56113242997
"EZ55_60_183",2203.98642094961,1746.99890681968,456.987514129931,1290.01139268974
"EZ55_4_41",2858.97192791756,2201.17907846202,657.792849455537,1543.38622900649
"EZ55_3_2",3282.55596934633,2405.27554244291,877.280426903425,1527.99511553948
"EZ55_1_41",3212.60380419753,2477.53915704911,735.064647148427,1742.47450990068
"EZ55_43_240",2228.79695183914,1717.2148065956,511.58214524354,1205.63266135207
"EZ55_3_30",2781.67154958472,1988.54986615804,793.121683426683,1195.42818273136
"EZ55_41_52",2439.97056757865,2093.48268302517,346.487884553479,1746.99479847169
"EZ55_60_266",2677.27984918459,1929.74115127784,747.538697906748,1182.20245337109
"EZ55_14_5",2573.59865004378,1717.86539686537,855.733253178408,862.13214368696
"EZ55_15_73",3126.09161244723,2505.60073053523,620.490881911994,1885.10984862324
"EZ55_15_79",2824.97480397273,2157.64963907527,667.325164897457,1490.32447417781
"EZ55_14_13",3071.60235385526,2414.50110761122,657.101246244033,1757.39986136719
"EZ55_4_157",2876.81718515728,2152.78275771122,724.034427446062,1428.74833026515
"EZ55_1_19",3018.31641642487,2320.85815873613,697.45825768874,1623.39990104739
"EZ55_15_2",3233.11124226093,2609.78748323641,623.323759024519,1986.46372421189
"EZ55_32_8",2883.23891019277,2330.84516049398,552.393749698786,1778.45141079519
"EZ55_2_120",3250.13149536394,2261.5667402837,988.564755080239,1273.00198520346
"EZ55_18_163",2323.77580353192,1910.56735809425,413.208445437673,1497.35891265658
"EZ55_19_20",2517.47788129322,2017.33133714475,500.146544148469,1517.18479299629
"EZ55_3_14",2919.47880083332,2149.34185960046,770.136941232859,1379.2049183676
"EZ55_12_1",3227.70364094994,2369.88502199439,857.818618955549,1512.06640303885
"EZ55_60_337",2971.27233208808,2169.58424664025,801.68808544783,1367.89616119242
"EZ55_43_252",2604.65329118695,2017.99127268678,586.662018500171,1431.32925418661
"EZ55_41_63",3233.97071228292,2558.5996844991,675.371027783821,1883.22865671528
"EZ55_39_99",3032.96363852739,2410.60690983443,622.356728692962,1788.25018114146
"EZ55_35_40",3235.15833072804,2240.82223011763,994.336100610419,1246.48612950721
"EZ55_19_58",3174.15259485603,2253.52476569822,920.627829157812,1332.89693654041
"EZ55_19_115",3112.18312339739,2350.10503575866,762.078087638728,1588.02694811993
"EZ55_60_348",2801.70571064388,2149.06688797609,652.638822667793,1496.4280653083
"EZ55_21_94",3259.0965052479,2611.99200478454,647.104500463355,1964.88750432119
"EZ55_18_124",2811.43293807465,2229.57550406075,581.857434013894,1647.71807004686
"EZ55_10_13",1057.57136272134,985.199977788871,72.3713849324656,912.828592856405
"EZ55_12_2",3140.7600689326,2532.48157318151,608.278495751086,1924.20307743042
"EZ55_43_239",3123.70039200208,2479.5634739369,644.136918065185,1835.42655587171
"EZ55_1_20",3183.47463445216,2476.97345908811,706.501175364043,1770.47228372407
"EZ55_43_115",2693.2182624219,2375.39037691202,317.827885509883,2057.56249140214
"EZ55_35_17",2020.61491652936,1878.14152550537,142.473391023991,1735.66813448138
"EZ55_18_23",2386.43790762245,1897.38958799072,489.048319631725,1408.341268359
"EZ55_21_15",2275.01999808166,1753.42854352534,521.591454556323,1231.83708896902
"EZ55_60_297",2345.33836788551,1888.57583529128,456.762532594236,1431.81330269704
"EZ55_17_8",3552.10899235781,2831.11045942261,720.998532935195,2110.11192648742
"EZ55_49_20",2588.42745149022,1815.58841163535,772.839039854865,1042.74937178049
"EZ55_39_71",2852.48602021558,2179.42348550986,673.06253470572,1506.36095080414
"EZ55_28_78",3137.29425081524,2541.2743038663,596.01994694894,1945.25435691736
"EZ55_28_22",1804.39502995311,1457.79732876257,346.59770119054,1111.19962757203
"EZ55_65_39",3449.32842596833,1166.30375795644,2283.0246680119,-1116.72091005546
"EZ55_12_6",3214.03256334015,2429.70070117305,784.331862167108,1645.36883900594
"EZ55_3_26",2579.83328315827,2039.93215516812,539.901127990146,1500.03102717797
"EZ55_70_108",2952.11621620533,2476.64891535377,475.467300851563,2001.1816145022
"EZ55_12_3",1939.61831067089,1650.95753961205,288.660771058843,1362.2967685532
"EZ55_4_163",3001.85788203881,2369.49807825743,632.35980378138,1737.13827447604
"EZ55_31_123",3153.09326737555,2490.99441987139,662.098847504165,1828.89557236722
"EZ55_18_143",3558.88893281051,2862.72634708634,696.162585724172,2166.56376136217
"EZ55_42_13",3388.08622989022,2511.39911595356,876.68711393666,1634.7120020169
"EZ55_52_21",2879.05294133882,2161.85602621055,717.196915128271,1444.65911108228
"EZ55_13_48",3006.3733360755,2443.5297014609,562.843634614605,1880.68606684629
"EZ55_28_127",3187.55300529896,2376.90232005685,810.650685242115,1566.25163481473
"EZ55_70_73",2735.30841615689,2252.77343791446,482.534978242431,1770.23845967202
"EZ55_37_31",3256.30043058589,2479.65348776365,776.646942822234,1703.00654494142
"EZ55_60_347",3160.84970152092,2425.20392738845,735.645774132468,1689.55815325598
"EZ55_43_9",3504.52041754666,2760.28259511939,744.237822427271,2016.04477269212
"EZ55_14_11",3154.01056343876,2402.77766469955,751.232898739213,1651.54476596033
"EZ55_60_256",3351.21794384883,2490.00169818572,861.216245663109,1628.78545252261
"EZ55_39_69",3347.26892916577,2523.41787445485,823.85105471092,1699.56681974393
"EZ55_28_23",3071.029822594,2331.90047886433,739.129343729679,1592.77113513465
"EZ55_60_55",2384.31632274762,1790.20404888677,594.112273860846,1196.09177502593
"EZ55_9_14",2226.92586275793,1927.6442922345,299.281570523436,1628.36272171106
"EZ55_18_135",3581.82460886198,2584.54287197466,997.28173688732,1587.26113508734
"EZ55_42_35",2324.8873516236,1828.18043045363,496.706921169965,1331.47350928367
"EZ55_35_4",3005.59312041702,2480.37790802529,525.215212391736,1955.16269563355
"EZ55_18_213",3062.51543460816,2524.91284044052,537.602594167637,1987.31024627288
"EZ55_18_21",3249.84696063483,2453.06377605899,796.783184575836,1656.28059148316
"EZ55_49_3",3272.41308530398,2654.30307429558,618.110011008403,2036.19306328718
"EZ55_70_164",3511.12475718076,2751.86922576604,759.255531414727,1992.61369435131
"EZ55_6_15",3071.68981898572,2479.69981189069,591.990007095022,1887.70980479567
"EZ55_28_79",2674.24860044233,2074.72947017118,599.519130271151,1475.21033990003
"EZ55_21_82",3514.11901551567,2847.5426965816,666.57631893407,2180.96637764753
"EZ55_9_1",3437.20696862904,2765.81612048298,671.390848146066,2094.42527233691
"EZ55_37_32",3465.08301284608,2804.53825461861,660.544758227468,2143.99349639114
"EZ55_32_35",3271.95161082177,2552.32615601785,719.625454803916,1832.70070121394
"EZ55_18_140",3214.97106374689,2422.04365468196,792.92740906493,1629.11624561703
"EZ55_60_133",2789.40730040704,2132.35546610072,657.051834306322,1475.3036317944
"EZ55_13_92",2648.32304113347,1303.62422630579,1344.69881482768,-41.0745885218957
"EZ55_35_16",2432.93006832699,2093.38686306628,339.543205260713,1753.84365780557
"EZ55_2_121",3265.57808876038,2549.07401504887,716.504073711501,1832.56994133737
"EZ55_43_249",2739.25747534004,2048.80288545144,690.454589888604,1358.34829556283
"EZ55_18_134",3477.38821077422,2684.90900205714,792.47920871708,1892.42979334006
"EZ55_32_9",3544.93807321655,2710.34333066209,834.594742554461,1875.74858810762
"EZ55_42_36",3273.38891991748,2532.77196821458,740.616951702892,1792.15501651169
"EZ55_60_361",2714.45413870901,2290.45250036576,424.001638343242,1866.45086202252
"EZ55_41_66",2474.37458195791,1860.82245690195,613.552125055953,1247.270331846
"EZ55_60_364",3480.31852722349,2584.75626485652,895.562262366969,1689.19400248955
"EZ55_39_67",3458.39045200896,2808.41260221995,649.977849789007,2158.43475243095
"EZ55_60_290",3247.36791701311,2360.94374278067,886.424174232448,1474.51956854822
"EZ55_70_15",3512.17680620434,2741.96065369384,770.216152510496,1971.74450118335
"EZ55_4_161",3177.35760821989,2422.20399543225,755.153612787642,1667.05038264461
"EZ55_39_73",2933.13173417799,2172.54174011329,760.589994064693,1411.9517460486
"EZ55_28_74",3439.24928395463,2685.38938490441,753.859899050219,1931.52948585419
"EZ55_59_20",3249.76844848324,2419.5236694573,830.24477902594,1589.27889043136
"EZ55_18_164",3443.47768095245,2887.96893346511,555.508747487343,2332.46018597776
"EZ55_10_18",3679.95339816629,2700.65666337124,979.296734795053,1721.35992857618
"EZ55_60_117",3740.38892275483,3035.31255961937,705.076363135461,2330.23619648391
"EZ55_13_41",1912.07010364225,1694.43688104132,217.633222600935,1476.80365844038
"EZ55_1_31",3117.83006278273,2596.61229907577,521.217763706959,2075.39453536881
"EZ55_18_219",3481.63624188847,2546.81138119133,934.824860697133,1611.9865204942
"EZ55_70_106",2917.01986356029,2372.03211980122,544.987743759067,1827.04437604215
"EZ55_15_45",2938.38405728747,2209.58761720407,728.796440083398,1480.79117712067
"EZ55_20_9",3036.70592394825,2570.43419200444,466.271731943812,2104.16246006063
"EZ55_26_4",3463.33768624497,2784.71992848359,678.617757761378,2106.10217072221
"EZ55_14_4",2939.33110526178,2386.69415845775,552.636946804036,1834.05721165371
"EZ55_18_125",3530.83961116777,2821.39277335729,709.446837810484,2111.9459355468
"EZ55_60_306",3234.31238502398,2567.84417091895,666.46821410503,1901.37595681392
"EZ55_18_211",3252.16750889674,2481.95980649158,770.207702405162,1711.75210408642
"EZ55_35_55",3550.13350149677,2850.28485910321,699.848642393562,2150.43621670965
"EZ55_60_56",3541.09775774995,2969.87167001656,571.226087733396,2398.64558228316
"EZ55_60_102",2618.83941393013,2212.91887234586,405.920541584268,1806.99833076159
"EZ55_60_274",3439.38067630527,2725.90409532646,713.476580978808,2012.42751434766
"EZ55_18_8",2859.6021118723,2168.42152227633,691.180589595972,1477.24093268036
"EZ55_60_152",3675.94491459513,2907.30157047513,768.643344120006,2138.65822635512
"EZ55_28_24",3229.29951098783,2509.42745228218,719.872058705653,1789.55539357652
"EZ55_43_117",2205.1862925113,1898.22115720679,306.965135304518,1591.25602190227
"EZ55_14_15",2879.08669622396,2245.86353032339,633.223165900568,1612.64036442283
"EZ55_43_49",2944.02058644717,2163.36119945478,780.659386992388,1382.70181246239
"EZ55_21_88",3102.25367789485,2519.44453459346,582.809143301385,1936.63539129208
