X0	name	pro	total	bac	ph	pl	pt	Pro	Total	Bac	Ph	Pl	Pt	time	type	pro_type	vbr	vbr2
365	22-N10	17082839.97	22011798.25	4928958.274	2707449.446	8906083.703	11613533.15	7.232560073	7.342655524	6.692755142	6.432560356	6.949686772	7.064964364	33	PC	AS9601	0.679836208	-0.167595709
366	23-N10	12754156.54	19225438.6	6471282.057	2264452.454	6856428.366	9120880.82	7.105651743	7.283876256	6.810990329	6.354963206	6.836097943	6.960036781	33	PC	AS9601	0.715130067	-0.145614962
367	31-N10	20323831.27	32845672.51	12521841.25	2567600.177	15729094.27	18296694.45	7.308005581	7.516478158	7.097668194	6.409527397	7.196703715	7.262372636	33	PAC	AS9601	0.900258136	-0.045632945
368	32-N10	24266025.1	33772982.46	9506957.351	3380611.4	24941445	28322056.4	7.384998643	7.528569414	6.978041546	6.528995252	7.396921611	7.452124783	33	PAC	AS9601	1.167148566	0.067126141
369	33-N10	10664352.1	23684795.32	13020443.22	3216368.514	15711349.49	18927718	7.027934476	7.374469636	7.114625768	6.507365802	7.196213489	7.277098257	33	PAC	AS9601	1.77485869	0.249163781
370	41-N10	172374358.1	207980263.2	35605905.08	0	33689247.68	33689247.68	8.236472662	8.318022123	7.55152203	#NUM!	7.527491313	7.527491313	33	PR	AS9601	0.946170238	-0.024030717
371	42-N10	163264246.3	233894736.8	70630490.57	18331.24792	27930711.41	27949042.66	8.212891088	8.369020449	7.848992223	4.263192031	7.446081998	7.446366937	33	PR	AS9601	0.395707894	-0.402625286
372	43-N10	177426329.2	226452631.6	49026302.4	0	40924071.62	40924071.62	8.249018067	8.354977372	7.69042914	#NUM!	7.611978836	7.611978836	33	PR	AS9601	0.834737062	-0.078450304
373	51-N10	210940498.1	273940350.9	62999852.78	NA	NA	NA	8.324159967	8.437656008	7.799339535	#NUM!	#NUM!	#NUM!	33	PA	AS9601	NA	#NUM!
374	52-N10	228636200.1	292767105.3	64130905.13	NA	NA	NA	8.359144994	8.466522279	7.807067369	#NUM!	#NUM!	#NUM!	33	PA	AS9601	NA	#NUM!
375	53-N10	203818047	289311842.1	85493795.06	NA	NA	NA	8.309242636	8.461366211	7.931934596	#NUM!	#NUM!	#NUM!	33	PA	AS9601	NA	#NUM!
376	61-N10	230126945.7	221003947.4	-9122998.336	0	35213070.57	35213070.57	8.361967473	8.344400031	#NUM!	#NUM!	7.546703897	7.546703897	33	PAR	AS9601	-3.859813329	#NUM!
377	62-N10	222894069.1	234647807	11753737.97	0	22931644.49	22931644.49	8.348098513	8.3704165	7.070176004	#NUM!	7.3604352	7.3604352	33	PAR	AS9601	1.951008654	0.290259196
378	63-N10	199456235.9	225522368.4	26066132.49	0	45522599	45522599	8.299847619	8.353189624	7.416076598	#NUM!	7.658227049	7.658227049	33	PAR	AS9601	1.746427055	0.242150451
397	11-N11	205778101.4	346456578.9	140678477.5	NA	NA	NA	8.313399156	8.539648813	8.14822766	#NUM!	#NUM!	#NUM!	36	P	AS9601	NA	#NUM!
398	12-N11	195177244	339811842.1	144634598.1	NA	NA	NA	8.290429181	8.53123851	8.160272193	#NUM!	#NUM!	#NUM!	36	P	AS9601	NA	#NUM!
399	13-N11	206661506.2	365549122.8	158887616.6	NA	NA	NA	8.31525959	8.562945746	8.201090051	#NUM!	#NUM!	#NUM!	36	P	AS9601	NA	#NUM!
400	21-N11	32724625.89	43997017.54	11272391.65	3726131.661	12498244.83	16224376.49	7.51487469	7.643423238	7.05201607	6.571258196	7.096849028	7.210168016	36	PC	AS9601	0.495784934	-0.304706675
401	22-N11	46577517.13	43181929.82	-3395587.305	2934224.798	14108211.95	17042436.75	7.668176334	7.635302047	#NUM!	6.467493383	7.149471976	7.231531691	36	PC	AS9601	0.365894058	-0.436644643
402	23-N11	31598284.8	39567192.98	7968908.187	2711614.361	11974156.34	14685770.7	7.499663509	7.597335241	6.901398823	6.433227925	7.078244924	7.166896743	36	PC	AS9601	0.464764806	-0.332766766
403	31-N11	48189730.86	61689736.84	13500005.99	2952528.638	28845106.74	31797635.38	7.682954501	7.790212918	7.130333961	6.470194119	7.46007215	7.502394825	36	PAC	AS9601	0.65984256	-0.180559676
404	32-N11	54069893.94	66925789.47	12855895.54	3983732.17	29186561.9	33170294.06	7.732955518	7.825593503	7.109102335	6.600290133	7.465182939	7.520749322	36	PAC	AS9601	0.61347067	-0.212206196
405	33-N11	31752880.63	45512017.54	13759136.91	3541313.129	27720984.7	31262297.83	7.501783131	7.658126088	7.138591192	6.549164329	7.442808653	7.495020896	36	PAC	AS9601	0.984549975	-0.006762235
406	41-N11	157025200	297196929.8	140171729.8	0	35856642.19	35856642.19	8.195969355	8.473044319	8.146660433	#NUM!	7.554569617	7.554569617	36	PR	AS9601	0.255805092	-0.592090815
407	42-N11	175852764.4	306543859.6	130691095.2	0	38692792.21	38692792.21	8.2451492	8.486492621	8.116245998	#NUM!	7.587630071	7.587630071	36	PR	AS9601	0.296062958	-0.528615926
408	43-N11	195011605.6	369004386	173992780.3	6110.415973	29861602.86	29867713.28	8.290060458	8.567031528	8.240531228	3.786070776	7.475113115	7.475201974	36	PR	AS9601	0.171660647	-0.765329254
409	51-N11	234985672	390799122.8	155813450.8	NA	NA	NA	8.371041382	8.59195358	8.192604946	#NUM!	#NUM!	#NUM!	36	PA	AS9601	NA	#NUM!
410	52-N11	223501409.8	365017543.9	141516134	NA	NA	NA	8.349280267	8.562313738	8.150805956	#NUM!	#NUM!	#NUM!	36	PA	AS9601	NA	#NUM!
411	53-N11	225102581	387343859.6	162241278.6	NA	NA	NA	8.352380475	8.588096676	8.21016136	#NUM!	#NUM!	#NUM!	36	PA	AS9601	NA	#NUM!
412	61-N11	244592699	350753508.8	106160809.8	0	33427343.48	33427343.48	8.388443489	8.545002024	8.025964223	#NUM!	7.524101864	7.524101864	36	PAR	AS9601	0.314874609	-0.501862359
413	62-N11	258175047.5	354740350.9	96565303.34	0	39601605.92	39601605.92	8.411914266	8.549910591	7.984821109	#NUM!	7.597712798	7.597712798	36	PAR	AS9601	0.410101812	-0.387108311
414	63-N11	238740142.3	339989035.1	101248892.8	0	28534940.48	28534940.48	8.377925448	8.531464911	8.005390283	#NUM!	7.455376971	7.455376971	36	PAR	AS9601	0.281829655	-0.550013311
433	11-N12	262039943.5	347475438.6	85435495.14	NA	NA	NA	8.418367497	8.540924112	7.931638341	#NUM!	#NUM!	#NUM!	42	P	AS9601	NA	#NUM!
434	12-N12	226372475.4	327541228.1	101168752.7	NA	NA	NA	8.35482362	8.515265973	8.005046396	#NUM!	#NUM!	#NUM!	42	P	AS9601	NA	#NUM!
435	13-N12	221927845.1	349070175.4	127142330.4	NA	NA	NA	8.346211796	8.542912744	8.104290167	#NUM!	#NUM!	#NUM!	42	P	AS9601	NA	#NUM!
436	21-N12	102005645.9	95263377.19	-6742268.726	4892413.156	74886862.72	79779275.88	8.00862421	7.978925974	#NUM!	6.689523125	7.874405637	7.90189009	42	PC	AS9601	0.782106472	-0.10673412
437	22-N12	118873156	137324561.4	18451405.43	4069537.038	73740499.97	77810037	8.075083793	8.137748221	7.266029452	6.609545006	7.867706078	7.891035622	42	PC	AS9601	0.654563567	-0.184048171
438	23-N12	101508730.7	122816886	21308155.24	4351975.17	81968294.24	86320269.41	8.006503397	8.089258082	7.328545852	6.638686409	7.913645898	7.936112787	42	PC	AS9601	0.850372857	-0.07039061
439	31-N12	95877025.24	115175438.6	19298413.35	5778252.747	122842727.7	128620980.4	7.981714551	8.061359875	7.285521604	6.761796534	8.089349451	8.109311816	42	PAC	AS9601	1.34152035	0.127597265
440	32-N12	131351248.5	109283771.9	-22067476.59	3891969.568	103350702.9	107242672.4	8.118434205	8.038555676	#NUM!	6.590169436	8.014313434	8.030367628	42	PAC	AS9601	0.816457199	-0.088066577
441	33-N12	83233294.3	83635087.72	401793.4176	4083786.224	123610723.3	127694509.5	7.920297084	7.922388517	5.604002818	6.611063	8.092056148	8.106172224	42	PAC	AS9601	1.534175844	0.18587514
442	41-N12	172346751.7	323155701.8	150808950.1	0	25190619.05	25190619.05	8.236403102	8.509411823	8.178427116	#NUM!	7.40123884	7.40123884	42	PR	AS9601	0.167036632	-0.777188276
443	42-N12	171767017.3	306056578.9	134289561.7	0	26521582.44	26521582.44	8.234939774	8.485801719	8.128042256	#NUM!	7.423599433	7.423599433	42	PR	AS9601	0.197495487	-0.704442823
444	43-N12	164285683	322579824.6	158294141.5	0	24292661.4	24292661.4	8.215599718	8.508637201	8.199464842	#NUM!	7.385475097	7.385475097	42	PR	AS9601	0.153465322	-0.813989745
445	51-N12	213397467.6	346722368.4	133324900.8	NA	NA	NA	8.329189261	8.539981861	8.124911269	#NUM!	#NUM!	#NUM!	42	PA	AS9601	NA	#NUM!
446	52-N12	194238626.4	312435526.3	118196899.9	NA	NA	NA	8.288335598	8.494760411	8.072606086	#NUM!	#NUM!	#NUM!	42	PA	AS9601	NA	#NUM!
447	53-N12	214556936.4	343444298.2	128887361.8	NA	NA	NA	8.331542559	8.535856311	8.110210334	#NUM!	#NUM!	#NUM!	42	PA	AS9601	NA	#NUM!
448	61-N12	213618318.8	427610964.9	213992646.1	36662.49584	23537322.33	23573984.83	8.329638493	8.631048833	8.330398849	4.564222027	7.371757055	7.372433	42	PAR	AS9601	0.110162593	-0.957965849
449	62-N12	218145768.3	403512719.3	185366950.9	2967193.616	30850266.13	33817459.75	8.338746793	8.605857229	8.268032306	6.472345886	7.489258915	7.529140982	42	PAR	AS9601	0.182435216	-0.738891325
450	63-N12	241390356.7	412372368.4	170982011.7	1651186.012	16988869.41	18640055.42	8.382719916	8.615289557	8.232950423	6.217796001	7.230164478	7.270447199	42	PAR	AS9601	0.10901764	-0.962503223
469	11-N13	209090869.3	NA	-209090869.3	NA	NA	NA	8.320335068	#NUM!	#NUM!	#NUM!	#NUM!	#NUM!	45	P	AS9601	NA	#NUM!
470	12-N13	219884971.5	379857456.1	159972484.6	NA	NA	NA	8.342195548	8.579620655	8.20404529	#NUM!	#NUM!	#NUM!	45	P	AS9601	NA	#NUM!
471	13-N13	217538427.6	425307456.1	207769028.6	NA	NA	NA	8.337535985	8.628702996	8.317580809	#NUM!	#NUM!	#NUM!	45	P	AS9601	NA	#NUM!
472	21-N13	107361287.4	143910233.9	36548946.51	3766835.651	93390705.26	97157540.91	8.030847711	8.158091679	7.562874863	6.575976672	7.970303655	7.987476514	45	PC	AS9601	0.904958792	-0.043371196
473	22-N13	148163545.8	159798538	11634992.23	2845086.883	125904252.6	128749339.5	8.170741363	8.203572802	7.065766098	6.454095533	8.100040399	8.10974501	45	PC	AS9601	0.868967726	-0.060996353
474	23-N13	139881625.9	159709941.5	19828315.57	4139418.254	123694120.7	127833539	8.145760672	8.203331951	7.297285822	6.616939311	8.092349058	8.106644812	45	PC	AS9601	0.91386941	-0.03911586
475	31-N13	152194080.1	184413596.5	32219516.4	5296026.245	148790206.2	154086232.4	8.18239776	8.265792938	7.508119018	6.723950129	8.172574346	8.187763836	45	PAC	AS9601	1.012432496	0.005366076
476	32-N13	164368502.2	179983771.9	15615269.68	4924924.282	142030427.8	146955352	8.215818598	8.255233349	7.193549489	6.692399558	8.152381395	8.167185407	45	PAC	AS9601	0.894060298	-0.04863319
477	33-N13	128480183	123370614	-5109568.943	4916865.012	182780176	187697041	8.108836146	8.091211726	#NUM!	6.691688285	8.261929091	8.273457426	45	PAC	AS9601	1.460902659	0.16462128
478	41-N13	177950850.8	373434210.5	195483359.8	0	10532511.34	10532511.34	8.250300069	8.572214101	8.291109795	#NUM!	7.022531935	7.022531935	45	PR	AS9601	0.053879324	-1.268577859
479	42-N13	155120358.4	352348245.6	197227887.2	0	10387707.15	10387707.15	8.1906688	8.546972113	8.294968322	#NUM!	7.016519698	7.016519698	45	PR	AS9601	0.052668552	-1.278448625
480	43-N13	138584125.2	381673684.2	243089559	0	12375517.41	12375517.41	8.141713485	8.581692217	8.385766306	#NUM!	7.092563365	7.092563365	45	PR	AS9601	0.050909292	-1.29320294
481	51-N13	NA	420124561.4	420124561.4	NA	NA	NA	NA	8.623378072	8.623378072	#NUM!	#NUM!	#NUM!	45	PA	AS9601	NA	#NUM!
482	52-N13	202741397.5	418264035.1	215522637.6	NA	NA	NA	8.306942436	8.621450523	8.333492893	#NUM!	#NUM!	#NUM!	45	PA	AS9601	NA	#NUM!
483	53-N13	221292897.9	445551754.4	224258856.5	NA	NA	NA	8.344967476	8.648898158	8.350749603	#NUM!	#NUM!	#NUM!	45	PA	AS9601	NA	#NUM!
484	61-N13	231093169.7	453436842.1	222343672.4	15276.03993	14142557.77	14157833.81	8.363787109	8.656516804	8.347024775	4.184010785	7.150527961	7.15099681	45	PAR	AS9601	0.063675452	-1.196027964
485	62-N13	244896369.4	438641228.1	193744858.7	158738.7531	12170988.63	12329727.38	8.388982347	8.642109449	8.287230187	5.200682965	7.085325857	7.090953474	45	PAR	AS9601	0.063638991	-1.196276712
486	63-N13	228884657.7	458309649.1	229424991.4	0	10662675.87	10662675.87	8.359616683	8.661159001	8.360640724	#NUM!	7.027866208	7.027866208	45	PAR	AS9601	0.046475651	-1.332774516
505	11-N14	NA	367852631.6	367852631.6	NA	NA	NA	NA	8.565673867	8.565673867	#NUM!	#NUM!	#NUM!	48	P	AS9601	NA	#NUM!
506	12-N14	NA	354474561.4	354474561.4	NA	NA	NA	NA	8.549585074	8.549585074	#NUM!	#NUM!	#NUM!	48	P	AS9601	NA	#NUM!
507	13-N14	NA	362359649.1	362359649.1	NA	NA	NA	NA	8.55913983	8.55913983	#NUM!	#NUM!	#NUM!	48	P	AS9601	NA	#NUM!
508	21-N14	167156748.6	179407894.7	12251146.15	8470910.4	110819583.6	119290494	8.223123915	8.25384155	7.088176721	6.927930088	8.044616514	8.076605837	48	PC	AS9601	0.713644498	-0.146518078
509	22-N14	166908291	185521052.6	18612761.64	13869962.5	108427881.4	122297843.9	8.22247791	8.2683932	7.269810816	7.142075287	8.035140972	8.087418801	48	PC	AS9601	0.732724799	-0.13505911
510	23-N14	171518559.7	175864035.1	4345475.387	12029724.12	110097596.8	122127320.9	8.234311121	8.245177034	6.638037294	7.080255668	8.041777839	8.08681283	48	PC	AS9601	0.712035602	-0.147498291
511	31-N14	149571472.1	186096929.8	36525457.68	20869976.17	123671675.4	144541651.5	8.174848768	8.269739208	7.562595666	7.319521953	8.092270244	8.159993013	48	PAC	AS9601	0.966371792	-0.014855756
512	32-N14	147280141	198278947.4	50998806.37	14628437.34	105192983.1	119821420.5	8.168144191	8.297276605	7.707560012	7.165197936	8.021986771	8.078534464	48	PAC	AS9601	0.813561283	-0.089609727
513	33-N14	130992365.3	177591666.7	46599301.34	11123923.39	105927591	117051514.4	8.117245984	8.249422583	7.668379405	7.046257989	8.025009096	8.068377037	48	PAC	AS9601	0.893575088	-0.048868947
514	41-N14	NA	374585964.9	374585964.9	0	11821172.13	11821172.13	NA	8.573551501	8.573551501	#NUM!	7.072660541	7.072660541	48	PR	AS9601	0.031557969	-1.50089096
515	42-N14	NA	396114912.3	396114912.3	0	12148134.27	12148134.27	NA	8.597821192	8.597821192	#NUM!	7.084509584	7.084509584	48	PR	AS9601	0.030668207	-1.513311609
516	43-N14	NA	410201754.4	410201754.4	2035.676275	10221130.58	10223166.25	NA	8.612997513	8.612997513	3.308708715	7.009498937	7.009585424	48	PR	AS9601	0.024922288	-1.60341209
517	51-N14	NA	453702631.6	453702631.6	NA	NA	NA	NA	8.656771298	8.656771298	#NUM!	#NUM!	#NUM!	48	PA	AS9601	NA	#NUM!
518	52-N14	NA	429338596.5	429338596.5	NA	NA	NA	NA	8.632799932	8.632799932	#NUM!	#NUM!	#NUM!	48	PA	AS9601	NA	#NUM!
519	53-N14	NA	432705263.2	432705263.2	NA	NA	NA	NA	8.636192178	8.636192178	#NUM!	#NUM!	#NUM!	48	PA	AS9601	NA	#NUM!
520	61-N14	NA	487280701.8	487280701.8	0	8423208.419	8423208.419	NA	8.687779212	8.687779212	#NUM!	6.925477547	6.925477547	48	PAR	AS9601	0.017286152	-1.762301665
521	62-N14	NA	472839473.7	472839473.7	0	11154678.83	11154678.83	NA	8.674713725	8.674713725	#NUM!	7.047457071	7.047457071	48	PAR	AS9601	0.023590837	-1.627256655
522	63-N14	NA	464865789.5	464865789.5	0	8466237.411	8466237.411	NA	8.667327587	8.667327587	#NUM!	6.927690443	6.927690443	48	PAR	AS9601	0.018212219	-1.739637144
541	11-N15	NA	456803508.8	456803508.8	NA	NA	NA	NA	8.659729431	8.659729431	#NUM!	#NUM!	#NUM!	51	P	AS9601	NA	#NUM!
542	12-N15	NA	450867543.9	450867543.9	NA	NA	NA	NA	8.654048973	8.654048973	#NUM!	#NUM!	#NUM!	51	P	AS9601	NA	#NUM!
543	13-N15	NA	441210526.3	441210526.3	NA	NA	NA	NA	8.644645865	8.644645865	#NUM!	#NUM!	#NUM!	51	P	AS9601	NA	#NUM!
544	21-N15	163043395.1	190925438.6	27882043.52	10411120.27	197140255.8	207551376.1	8.21230321	8.280863797	7.445324601	7.017497463	8.294775316	8.317125617	51	PC	AS9601	1.272982423	0.104822407
545	22-N15	177398722.8	210549561.4	33150838.62	13891012.31	230953355.7	244844368.1	8.248950489	8.323354341	7.520494519	7.142733896	8.363524277	8.388890119	51	PC	AS9601	1.380192395	0.13993963
546	23-N15	184880057	202221491.2	17341434.2	9203757.012	200410285.1	209614042.2	8.266890066	8.305827309	7.239085012	6.963965144	8.301920006	8.321420373	51	PC	AS9601	1.133783954	0.054530306
547	31-N15	148053120.2	205233771.9	57180651.75	11274521.7	208619353.6	219893875.3	8.170417564	8.312248827	7.757249101	7.052098127	8.319354595	8.342213133	51	PAC	AS9601	1.485236347	0.171795569
548	32-N15	135133325.2	199563596.5	64430271.25	13329985.04	201883132.2	215213117.2	8.130762464	8.300081322	7.80908996	7.124829662	8.305100034	8.332868738	51	PAC	AS9601	1.592598397	0.202106274
549	33-N15	152497750.5	205366666.7	52868916.18	6664088.963	117190442.5	123854531.5	8.183263437	8.312529954	7.723200407	6.823740786	8.068892194	8.092911901	51	PAC	AS9601	0.812172842	-0.090351537
550	41-N15	NA	392305263.2	392305263.2	194011.4717	3347920.648	3541932.12	NA	8.593624135	8.593624135	5.28782741	6.524775156	6.549240234	51	PR	AS9601	0.00902851	-2.044383901
551	42-N15	NA	394342982.5	394342982.5	0	2587363.072	2587363.072	NA	8.595874117	8.595874117	#NUM!	6.412857375	6.412857375	51	PR	AS9601	0.0065612	-2.183016741
552	43-N15	NA	399835964.9	399835964.9	81427.051	2588565.951	2669993.002	NA	8.601881856	8.601881856	4.910768706	6.413059234	6.426510123	51	PR	AS9601	0.006677721	-2.175371733
553	51-N15	NA	400190350.9	400190350.9	NA	NA	NA	NA	8.602266613	8.602266613	#NUM!	#NUM!	#NUM!	51	PA	AS9601	NA	#NUM!
554	52-N15	NA	425440350.9	425440350.9	NA	NA	NA	NA	8.628838678	8.628838678	#NUM!	#NUM!	#NUM!	51	PA	AS9601	NA	#NUM!
555	53-N15	NA	401430701.8	401430701.8	NA	NA	NA	NA	8.603610585	8.603610585	#NUM!	#NUM!	#NUM!	51	PA	AS9601	NA	#NUM!
556	61-N15	NA	465928947.4	465928947.4	80657.49085	2322772.792	2403430.283	NA	8.668319693	8.668319693	4.906644708	6.36600673	6.380831529	51	PAR	AS9601	0.005158362	-2.287488164
557	62-N15	NA	471244736.8	471244736.8	79115.80677	2308224.053	2387339.86	NA	8.673246513	8.673246513	4.898263261	6.363277962	6.377914249	51	PAR	AS9601	0.00506603	-2.295332263
558	63-N15	NA	494279824.6	494279824.6	48829.16343	1383492.964	1432322.127	NA	8.693972884	8.693972884	4.688679284	6.140976955	6.156040701	51	PAR	AS9601	0.002897796	-2.537932183
