sample.id	Name	Title	Time	Type	Name2	Name1	Name3	name	X0	pro	total	bac	ph	pl	pt	Pro	Total	Bac	Ph	Pl	Pt	time	type	pro_type	vbr	vbr2	type.1	hooh	type1
X41	P23_5	PC	42	PC_5	5	P_3	P23	23-N12	438	101508730.7	122816886	21308155.24	4351975.17	81968294.24	86320269.41	8.006503397	8.089258082	7.328545852	6.638686409	7.913645898	7.936112787	42	PC	NATL1A	0.850372857	-0.07039061	NATL1A_PC	5.933650275	PC
X48	P31_5	PAC	42	PAC_5	5	P_1	P31	31-N12	439	95877025.24	115175438.6	19298413.35	5778252.747	122842727.7	128620980.4	7.981714551	8.061359875	7.285521604	6.761796534	8.089349451	8.109311816	42	PAC	NATL1A	1.34152035	0.127597265	NATL1A_PAC	6.702036949	PAC
X55	P32_5	PAC	42	PAC_5	5	P_2	P32	32-N12	440	131351248.5	109283771.9	-22067476.59	3891969.568	103350702.9	107242672.4	8.118434205	8.038555676	#NUM!	6.590169436	8.014313434	8.030367628	42	PAC	NATL1A	0.816457199	-0.088066577	NATL1A_PAC	6.177582956	PAC
X62	P33_5	PAC	42	PAC_5	5	P_3	P33	33-N12	441	83233294.3	83635087.72	401793.4176	4083786.224	123610723.3	127694509.5	7.920297084	7.922388517	5.604002818	6.611063	8.092056148	8.106172224	42	PAC	NATL1A	1.534175844	0.18587514	NATL1A_PAC	5.988535037	PAC
X69	P41_5	PR	42	PR_5	5	P_1	P41	41-N12	442	172346751.7	323155701.8	150808950.1	0	25190619.05	25190619.05	8.236403102	8.509411823	8.178427116	#NUM!	7.40123884	7.40123884	42	PR	NATL1A	0.167036632	-0.777188276	NATL1A_PR	6.330040428	PR
X76	P42_5	PR	42	PR_5	5	P_2	P42	42-N12	443	171767017.3	306056578.9	134289561.7	0	26521582.44	26521582.44	8.234939774	8.485801719	8.128042256	#NUM!	7.423599433	7.423599433	42	PR	NATL1A	0.197495487	-0.704442823	NATL1A_PR	6.452006768	PR
X83	P43_5	PR	42	PR_5	5	P_3	P43	43-N12	444	164285683	322579824.6	158294141.5	0	24292661.4	24292661.4	8.215599718	8.508637201	8.199464842	#NUM!	7.385475097	7.385475097	42	PR	NATL1A	0.153465322	-0.813989745	NATL1A_PR	6.317843612	PR
X90	P51_5	PA	42	PA_5	5	P_1	P51	51-N12	445	213397467.6	346722368.4	133324900.8	NA	NA	NA	8.329189261	8.539981861	8.124911269	#NUM!	#NUM!	#NUM!	42	PA	NATL1A	NA	#NUM!	NATL1A_PA	6.66544741	PA
X97	P52_5	PA	42	PA_5	5	P_2	P52	52-N12	446	194238626.4	312435526.3	118196899.9	NA	NA	NA	8.288335598	8.494760411	8.072606086	#NUM!	#NUM!	#NUM!	42	PA	NATL1A	NA	#NUM!	NATL1A_PA	6.482497899	PA
X104	P53_5	PA	42	PA_5	5	P_3	P53	53-N12	447	214556936.4	343444298.2	128887361.8	NA	NA	NA	8.331542559	8.535856311	8.110210334	#NUM!	#NUM!	#NUM!	42	PA	NATL1A	NA	#NUM!	NATL1A_PA	6.683741725	PA
X111	P61_5	PAR	42	PAR_5	5	P_1	P61	61-N12	448	213618318.8	427610964.9	213992646.1	36662.49584	23537322.33	23573984.83	8.329638493	8.631048833	8.330398849	4.564222027	7.371757055	7.372433	42	PAR	NATL1A	0.110162593	-0.957965849	NATL1A_PAR	6.305646796	PAR
X118	P62_5	PAR	42	PAR_5	5	P_2	P62	62-N12	449	218145768.3	403512719.3	185366950.9	2967193.616	30850266.13	33817459.75	8.338746793	8.605857229	8.268032306	6.472345886	7.489258915	7.529140982	42	PAR	NATL1A	0.182435216	-0.738891325	NATL1A_PAR	6.744724895	PAR
X125	P63_5	PAR	42	PAR_5	5	P_3	P63	63-N12	450	241390356.7	412372368.4	170982011.7	1651186.012	16988869.41	18640055.42	8.382719916	8.615289557	8.232950423	6.217796001	7.230164478	7.270447199	42	PAR	NATL1A	0.10901764	-0.962503223	NATL1A_PAR	6.098304562	PAR
X7	P11_6	P	48	P_6	6	P_1	P11	11-N14	505	NA	367852631.6	NA	NA	NA	NA	NA	8.565673867	NA	#NUM!	#NUM!	#NUM!	48	P	NATL1A	NA	#NUM!	NATL1A_P	3.800176437	P
X14	P12_6	P	48	P_6	6	P_2	P12	12-N14	506	NA	354474561.4	NA	NA	NA	NA	NA	8.549585074	NA	#NUM!	#NUM!	#NUM!	48	P	NATL1A	NA	#NUM!	NATL1A_P	3.2402166	P
X21	P13_6	P	48	P_6	6	P_3	P13	13-N14	507	NA	362359649.1	NA	NA	NA	NA	NA	8.55913983	NA	#NUM!	#NUM!	#NUM!	48	P	NATL1A	NA	#NUM!	NATL1A_P	3.428966517	P
X28	P21_6	PC	48	PC_6	6	P_1	P21	21-N14	508	167156748.6	179407894.7	12251146.15	8470910.4	110819583.6	119290494	8.223123915	8.25384155	7.088176721	6.927930088	8.044616514	8.076605837	48	PC	NATL1A	0.713644498	-0.146518078	NATL1A_PC	5.127721394	PC
X35	P22_6	PC	48	PC_6	6	P_2	P22	22-N14	509	166908291	185521052.6	18612761.64	13869962.5	108427881.4	122297843.9	8.22247791	8.2683932	7.269810816	7.142075287	8.035140972	8.087418801	48	PC	NATL1A	0.732724799	-0.13505911	NATL1A_PC	3.290549974	PC
X42	P23_6	PC	48	PC_6	6	P_3	P23	23-N14	510	171518559.7	175864035.1	4345475.387	12029724.12	110097596.8	122127320.9	8.234311121	8.245177034	6.638037294	7.080255668	8.041777839	8.08681283	48	PC	NATL1A	0.712035602	-0.147498291	NATL1A_PC	3.982634565	PC
X49	P31_6	PAC	48	PAC_6	6	P_1	P31	31-N14	511	149571472.1	186096929.8	36525457.68	20869976.17	123671675.4	144541651.5	8.174848768	8.269739208	7.562595666	7.319521953	8.092270244	8.159993013	48	PAC	NATL1A	0.966371792	-0.014855756	NATL1A_PAC	5.071096232	PAC
X56	P32_6	PAC	48	PAC_6	6	P_2	P32	32-N14	512	147280141	198278947.4	50998806.37	14628437.34	105192983.1	119821420.5	8.168144191	8.297276605	7.707560012	7.165197936	8.021986771	8.078534464	48	PAC	NATL1A	0.813561283	-0.089609727	NATL1A_PAC	4.089593101	PAC
X63	P33_6	PAC	48	PAC_6	6	P_3	P33	33-N14	513	130992365.3	177591666.7	46599301.34	11123923.39	105927591	117051514.4	8.117245984	8.249422583	7.668379405	7.046257989	8.025009096	8.068377037	48	PAC	NATL1A	0.893575088	-0.048868947	NATL1A_PAC	3.837926233	PAC
X70	P41_6	PR	48	PR_6	6	P_1	P41	41-N14	514	NA	374585964.9	NA	0	11821172.13	11821172.13	NA	8.573551501	NA	#NUM!	7.072660541	7.072660541	48	PR	NATL1A	0.031557969	-1.50089096	NATL1A_PR	3.800176437	PR
X77	P42_6	PR	48	PR_6	6	P_2	P42	42-N14	515	NA	396114912.3	NA	0	12148134.27	12148134.27	NA	8.597821192	NA	#NUM!	7.084509584	7.084509584	48	PR	NATL1A	0.030668207	-1.513311609	NATL1A_PR	3.812759077	PR
X84	P43_6	PR	48	PR_6	6	P_3	P43	43-N14	516	NA	410201754.4	NA	2035.676275	10221130.58	10223166.25	NA	8.612997513	NA	3.308708715	7.009498937	7.009585424	48	PR	NATL1A	0.024922288	-1.60341209	NATL1A_PR	4.108468468	PR
X91	P51_6	PA	48	PA_6	6	P_1	P51	51-N14	517	NA	453702631.6	NA	NA	NA	NA	NA	8.656771298	NA	#NUM!	#NUM!	#NUM!	48	PA	NATL1A	NA	#NUM!	NATL1A_PA	3.567383998	PA
X98	P52_6	PA	48	PA_6	6	P_2	P52	52-N14	518	NA	429338596.5	NA	NA	NA	NA	NA	8.632799932	NA	#NUM!	#NUM!	#NUM!	48	PA	NATL1A	NA	#NUM!	NATL1A_PA	3.252800178	PA
X105	P53_6	PA	48	PA_6	6	P_3	P53	53-N14	519	NA	432705263.2	NA	NA	NA	NA	NA	8.636192178	NA	#NUM!	#NUM!	#NUM!	48	PA	NATL1A	NA	#NUM!	NATL1A_PA	3.812759077	PA
X112	P61_6	PAR	48	PAR_6	6	P_1	P61	61-N14	520	NA	487280701.8	NA	0	8423208.419	8423208.419	NA	8.687779212	NA	#NUM!	6.925477547	6.925477547	48	PAR	NATL1A	0.017286152	-1.762301665	NATL1A_PAR	4.139927412	PAR
X119	P62_6	PAR	48	PAR_6	6	P_2	P62	62-N14	521	NA	472839473.7	NA	0	11154678.83	11154678.83	NA	8.674713725	NA	#NUM!	7.047457071	7.047457071	48	PAR	NATL1A	0.023590837	-1.627256655	NATL1A_PAR	3.825342655	PAR
X126	P63_6	PAR	48	PAR_6	6	P_3	P63	63-N14	522	NA	464865789.5	NA	0	8466237.411	8466237.411	NA	8.667327587	NA	#NUM!	6.927690443	6.927690443	48	PAR	NATL1A	0.018212219	-1.739637144	NATL1A_PAR	3.743551275	PAR
