ID	Description	Sample.number	Background.number	P.uncorrected	P.corrected	Type	Genes	direction
GO:0044436	thylakoid part	45	86	7.05E-07	0.00134	cellular_component	comp10727_c0_seq1.258.455.plus.P33_1;comp11430_c0_seq1.91.326.minus.P72_1;comp120176_c0_seq1.121.507.minus.P23_1;comp13397_c0_seq1.1.784.minus.P72_1;comp14638_c1_seq1.507.833.minus.P62_1;comp14705_c0_seq1.1.323.minus.P33_1;comp15744_c8_seq1.1895.2953.minus.P12_1;comp15888_c0_seq1.184.736.minus.P71_1;comp16313_c21_seq3.149.1237.plus.P22_1;comp16556_c0_seq1.353.775.plus.P22_1;comp16866_c0_seq1.178.686.minus.P23_1;comp16966_c4_seq1.9631.10056.plus.P11_1;comp17335_c7_seq4.1.484.minus.P42_1;comp17335_c7_seq9.1.957.minus.P42_1;comp17382_c1_seq1.1.1154.minus.P21_1;comp17591_c141_seq1.172.1218.plus.P11_1;comp17608_c26_seq1.218.1021.plus.P11_1;comp19248_c0_seq1.15.572.plus.P72_1;comp20628_c11_seq1.45.1109.plus.P12_1;comp20969_c0_seq2.134.1687.minus.P23_1;comp21090_c0_seq1.405.1463.plus.P21_1;comp21112_c0_seq1.54.1601.minus.P71_1;comp21224_c8_seq13.166.1224.plus.P51_1;comp21307_c0_seq2.43.420.plus.P21_1;comp21532_c0_seq1.87.588.minus.P71_1;comp21532_c0_seq2.170.671.minus.P71_1;comp21761_c0_seq1.91.620.minus.P73_1;comp22407_c0_seq1.387.1043.plus.P22_1;comp22724_c35_seq6.71.577.plus.P21_1;comp22724_c35_seq8.176.1270.plus.P21_1;comp23013_c0_seq1.595.1194.minus.P21_1;comp23094_c0_seq1.136.930.plus.P21_1;comp23148_c0_seq1.190.399.plus.P21_1;comp23283_c0_seq1.914.1099.plus.P21_1;comp24950_c0_seq1.76.429.minus.P21_1;comp31600_c0_seq1.169.660.plus.P21_1;comp31828_c0_seq1.1.317.minus.P21_1;comp32908_c0_seq8.185.1246.plus.P31_1;comp5868_c0_seq1.1.816.minus.P72_1;comp5868_c1_seq1.625.1328.minus.P72_1;comp7896_c0_seq1.2872.3333.plus.P23_1;comp8640_c0_seq1.68.559.minus.P71_1;comp8659_c22_seq1.1169.1366.plus.P12_1;comp9255_c0_seq1.1.690.minus.P21_1;comp9255_c1_seq1.34.421.minus.P21_1	P1_vs_P2
GO:0015979	photosynthesis	39	106	1.74E-06	0.00333	biological_process	comp10800_c0_seq1.23.799.minus.P21_1;comp138079_c0_seq1.1.494.minus.P23_1;comp13891_c0_seq1.644.1180.minus.P72_1;comp16769_c0_seq2.316.1776.plus.P11_1;comp169568_c0_seq1.1.543.minus.P23_1;comp17197_c2_seq1.1.896.minus.P73_1;comp179425_c0_seq1.1.313.minus.P13_1;comp180751_c0_seq1.1.352.minus.P22_1;comp20849_c0_seq1.1.648.minus.P21_1;comp20917_c0_seq1.1.824.minus.P21_1;comp20957_c0_seq1.1.399.minus.P23_1;comp21304_c0_seq2.616.1113.plus.P23_1;comp21526_c0_seq2.41.850.plus.P71_1;comp21529_c0_seq1.1.596.minus.P21_1;comp21529_c0_seq2.1.892.minus.P21_1;comp21666_c0_seq1.1.344.minus.P33_1;comp21678_c0_seq1.1.440.minus.P71_1;comp21678_c0_seq2.566.1120.minus.P71_1;comp22041_c0_seq1.1.823.minus.P71_1;comp222506_c0_seq1.1.323.minus.P31_1;comp22373_c0_seq1.220.708.minus.P21_1;comp22373_c0_seq2.752.1237.minus.P21_1;comp22397_c0_seq2.1.485.minus.P21_1;comp22408_c0_seq1.1.481.minus.P21_1;comp22416_c0_seq1.592.1969.minus.P21_1;comp22416_c1_seq1.128.1012.plus.P21_1;comp22668_c0_seq1.36.572.plus.P21_1;comp23645_c0_seq1.234.1600.minus.P21_1;comp36033_c0_seq1.1.725.minus.P21_1;comp41355_c0_seq1.45.344.minus.P72_1;comp45118_c0_seq1.75.593.plus.P22_1;comp52941_c0_seq1.21.800.minus.P23_1;comp53928_c0_seq1.176.693.minus.P23_1;comp59259_c0_seq1.599.1087.plus.P22_1;comp6018_c0_seq1.140.694.minus.P72_1;comp6685_c0_seq1.1.471.minus.P72_1;comp94570_c0_seq1.1.318.minus.P71_1;comp9796_c0_seq1.12.1552.minus.P21_1;comp98696_c0_seq1.1.721.minus.P73_1	P1_vs_P2
GO:0032991	macromolecular complex	70	309	2.02E-06	0.00385	cellular_component	comp10727_c0_seq1.258.455.plus.P33_1;comp107909_c0_seq1.1.381.minus.P22_1;comp11430_c0_seq1.91.326.minus.P72_1;comp120176_c0_seq1.121.507.minus.P23_1;comp132072_c0_seq1.40.996.plus.P73_1;comp13397_c0_seq1.1.784.minus.P72_1;comp14705_c0_seq1.1.323.minus.P33_1;comp14839_c0_seq2.190.570.minus.P22_1;comp15744_c8_seq1.1895.2953.minus.P12_1;comp16175_c0_seq1.1.519.minus.P61_1;comp16313_c21_seq3.149.1237.plus.P22_1;comp16556_c0_seq1.353.775.plus.P22_1;comp16866_c0_seq1.178.686.minus.P23_1;comp16959_c0_seq1.930.2222.minus.P72_1;comp16966_c4_seq1.9631.10056.plus.P11_1;comp17151_c0_seq1.107.764.minus.P43_1;comp17335_c7_seq4.1.484.minus.P42_1;comp17335_c7_seq9.1.957.minus.P42_1;comp17340_c1_seq3.2975.4246.plus.P11_1;comp17382_c1_seq1.1.1154.minus.P21_1;comp17531_c0_seq5.1.1259.minus.P11_1;comp17545_c0_seq1.4713.5240.plus.P21_1;comp17591_c141_seq1.172.1218.plus.P11_1;comp17608_c26_seq1.218.1021.plus.P11_1;comp18740_c0_seq1.16.616.minus.P71_1;comp19248_c0_seq1.15.572.plus.P72_1;comp19520_c1_seq1.17.1291.minus.P61_1;comp19907_c2_seq2.2020.2541.plus.P61_1;comp20547_c0_seq1.31.439.minus.P12_1;comp20628_c11_seq1.45.1109.plus.P12_1;comp20969_c0_seq2.134.1687.minus.P23_1;comp21090_c0_seq1.405.1463.plus.P21_1;comp21112_c0_seq1.54.1601.minus.P71_1;comp21224_c8_seq13.166.1224.plus.P51_1;comp21307_c0_seq2.43.420.plus.P21_1;comp21532_c0_seq1.87.588.minus.P71_1;comp21532_c0_seq2.170.671.minus.P71_1;comp22724_c35_seq6.71.577.plus.P21_1;comp22724_c35_seq8.176.1270.plus.P21_1;comp23013_c0_seq1.595.1194.minus.P21_1;comp23094_c0_seq1.136.930.plus.P21_1;comp23148_c0_seq1.190.399.plus.P21_1;comp23283_c0_seq1.914.1099.plus.P21_1;comp24950_c0_seq1.76.429.minus.P21_1;comp25797_c1_seq1.1.541.minus.P33_1;comp30262_c0_seq13.50.1345.minus.P33_1;comp31600_c0_seq1.169.660.plus.P21_1;comp31828_c0_seq1.1.317.minus.P21_1;comp32908_c0_seq8.185.1246.plus.P31_1;comp33447_c0_seq2.28.422.minus.P31_1;comp33566_c0_seq5.2769.3299.plus.P31_1;comp36848_c0_seq1.22.1314.plus.P31_1;comp52230_c0_seq1.113.493.plus.P21_1;comp5477_c1_seq1.1.821.minus.P72_1;comp5868_c0_seq1.1.816.minus.P72_1;comp5868_c1_seq1.625.1328.minus.P72_1;comp63587_c0_seq1.1.566.minus.P23_1;comp73720_c0_seq1.240.824.minus.P22_1;comp74538_c0_seq1.1.369.minus.P11_1;comp7524_c0_seq1.633.974.plus.P23_1;comp76381_c0_seq1.1.567.minus.P11_1;comp8425_c0_seq1.867.1256.plus.P22_1;comp84874_c0_seq1.1.1119.minus.P21_1;comp8640_c0_seq1.68.559.minus.P71_1;comp8659_c22_seq1.1169.1366.plus.P12_1;comp8932_c0_seq1.1539.1916.plus.P12_1;comp9255_c0_seq1.1.690.minus.P21_1;comp9255_c1_seq1.34.421.minus.P21_1;comp9367_c1_seq1.788.1525.plus.P21_1;comp94180_c0_seq1.1.243.minus.P11_1	P1_vs_P2
GO:0043234	protein complex	64	266	2.15E-06	0.0041	cellular_component	comp10727_c0_seq1.258.455.plus.P33_1;comp107909_c0_seq1.1.381.minus.P22_1;comp11430_c0_seq1.91.326.minus.P72_1;comp120176_c0_seq1.121.507.minus.P23_1;comp132072_c0_seq1.40.996.plus.P73_1;comp13397_c0_seq1.1.784.minus.P72_1;comp14705_c0_seq1.1.323.minus.P33_1;comp14839_c0_seq2.190.570.minus.P22_1;comp15744_c8_seq1.1895.2953.minus.P12_1;comp16175_c0_seq1.1.519.minus.P61_1;comp16313_c21_seq3.149.1237.plus.P22_1;comp16556_c0_seq1.353.775.plus.P22_1;comp16866_c0_seq1.178.686.minus.P23_1;comp16959_c0_seq1.930.2222.minus.P72_1;comp16966_c4_seq1.9631.10056.plus.P11_1;comp17335_c7_seq4.1.484.minus.P42_1;comp17335_c7_seq9.1.957.minus.P42_1;comp17340_c1_seq3.2975.4246.plus.P11_1;comp17382_c1_seq1.1.1154.minus.P21_1;comp17531_c0_seq5.1.1259.minus.P11_1;comp17591_c141_seq1.172.1218.plus.P11_1;comp17608_c26_seq1.218.1021.plus.P11_1;comp19248_c0_seq1.15.572.plus.P72_1;comp19520_c1_seq1.17.1291.minus.P61_1;comp20547_c0_seq1.31.439.minus.P12_1;comp20628_c11_seq1.45.1109.plus.P12_1;comp20969_c0_seq2.134.1687.minus.P23_1;comp21090_c0_seq1.405.1463.plus.P21_1;comp21112_c0_seq1.54.1601.minus.P71_1;comp21224_c8_seq13.166.1224.plus.P51_1;comp21307_c0_seq2.43.420.plus.P21_1;comp21532_c0_seq1.87.588.minus.P71_1;comp21532_c0_seq2.170.671.minus.P71_1;comp22724_c35_seq6.71.577.plus.P21_1;comp22724_c35_seq8.176.1270.plus.P21_1;comp23013_c0_seq1.595.1194.minus.P21_1;comp23094_c0_seq1.136.930.plus.P21_1;comp23148_c0_seq1.190.399.plus.P21_1;comp23283_c0_seq1.914.1099.plus.P21_1;comp24950_c0_seq1.76.429.minus.P21_1;comp25797_c1_seq1.1.541.minus.P33_1;comp30262_c0_seq13.50.1345.minus.P33_1;comp31600_c0_seq1.169.660.plus.P21_1;comp31828_c0_seq1.1.317.minus.P21_1;comp32908_c0_seq8.185.1246.plus.P31_1;comp33447_c0_seq2.28.422.minus.P31_1;comp36848_c0_seq1.22.1314.plus.P31_1;comp52230_c0_seq1.113.493.plus.P21_1;comp5477_c1_seq1.1.821.minus.P72_1;comp5868_c0_seq1.1.816.minus.P72_1;comp5868_c1_seq1.625.1328.minus.P72_1;comp73720_c0_seq1.240.824.minus.P22_1;comp74538_c0_seq1.1.369.minus.P11_1;comp7524_c0_seq1.633.974.plus.P23_1;comp76381_c0_seq1.1.567.minus.P11_1;comp8425_c0_seq1.867.1256.plus.P22_1;comp84874_c0_seq1.1.1119.minus.P21_1;comp8640_c0_seq1.68.559.minus.P71_1;comp8659_c22_seq1.1169.1366.plus.P12_1;comp8932_c0_seq1.1539.1916.plus.P12_1;comp9255_c0_seq1.1.690.minus.P21_1;comp9255_c1_seq1.34.421.minus.P21_1;comp9367_c1_seq1.788.1525.plus.P21_1;comp94180_c0_seq1.1.243.minus.P11_1	P1_vs_P2
GO:0016859	cis-trans isomerase activity	61	241	2.60E-06	0.00496	molecular_function	comp106335_c0_seq1.216.833.plus.P11_1;comp11107_c0_seq1.1.481.minus.P22_1;comp11137_c0_seq1.2542.3966.minus.P21_1;comp113890_c0_seq1.1.510.minus.P11_1;comp13253_c0_seq2.626.1333.minus.P11_1;comp15761_c0_seq1.461.1922.minus.P21_1;comp16006_c0_seq1.1.498.minus.P73_1;comp16105_c0_seq2.400.1470.minus.P11_1;comp16450_c0_seq3.72.653.plus.P11_1;comp16552_c0_seq2.349.801.plus.P11_1;comp16573_c0_seq1.528.2230.minus.P23_1;comp16708_c0_seq1.1.1116.minus.P42_1;comp16791_c1_seq1.3458.4816.minus.P11_1;comp17106_c0_seq1.228.1631.plus.P11_1;comp17106_c0_seq3.176.1636.plus.P11_1;comp172622_c0_seq1.1.545.minus.P42_1;comp17322_c0_seq3.1.531.minus.P11_1;comp17473_c0_seq1.438.998.plus.P11_1;comp17590_c2_seq1.200.1504.plus.P11_1;comp17590_c2_seq19.178.1644.plus.P11_1;comp17590_c2_seq3.701.1807.plus.P11_1;comp17590_c2_seq4.705.2009.plus.P11_1;comp18440_c0_seq2.1.420.minus.P73_1;comp18970_c0_seq2.1.459.minus.P12_1;comp19706_c0_seq6.1.376.minus.P12_1;comp19740_c0_seq1.224.1642.plus.P12_1;comp20248_c2_seq5.622.1741.minus.P61_1;comp202493_c0_seq1.1.298.minus.P52_1;comp20874_c1_seq1.11.2211.minus.P33_1;comp21030_c0_seq1.1939.3234.minus.P21_1;comp211753_c0_seq1.1.338.minus.P21_1;comp212006_c0_seq1.1.301.minus.P72_1;comp23047_c0_seq1.808.1380.minus.P21_1;comp23234_c0_seq1.1826.2917.plus.P21_1;comp24602_c0_seq1.472.1108.minus.P52_1;comp24918_c0_seq1.154.608.minus.P73_1;comp25370_c0_seq2.168.779.minus.P33_1;comp25531_c0_seq1.147.584.minus.P21_1;comp272041_c0_seq1.1.511.minus.P12_1;comp29185_c1_seq1.226.504.minus.P33_1;comp30193_c0_seq2.1.1851.minus.P33_1;comp30332_c3_seq15.679.2394.plus.P33_1;comp30502_c0_seq1.29.1773.minus.P31_1;comp33611_c0_seq1.2345.3292.plus.P31_1;comp37840_c0_seq1.25.773.minus.P12_1;comp42288_c0_seq1.557.1494.minus.P61_1;comp45972_c0_seq1.38.784.plus.P22_1;comp4809_c0_seq1.16.724.minus.P22_1;comp49988_c0_seq1.1.662.minus.P72_1;comp50097_c11_seq8.12688.13278.plus.P32_1;comp61834_c0_seq1.1.365.minus.P41_1;comp62274_c0_seq1.1.822.minus.P11_1;comp7238_c1_seq1.264.1619.minus.P23_1;comp73873_c0_seq1.1.310.minus.P53_1;comp7558_c1_seq1.513.1505.plus.P11_1;comp76973_c0_seq1.21.446.plus.P21_1;comp8260_c0_seq1.58.495.plus.P11_1;comp8535_c0_seq2.42.936.minus.P11_1;comp88837_c0_seq1.1.1206.minus.P31_1;comp89782_c0_seq1.10.718.minus.P21_1;comp9544_c0_seq1.35.1357.plus.P21_1	P1_vs_P2
GO:0016853	isomerase activity	132	695	3.07E-06	0.00585	molecular_function	comp104309_c0_seq1.1.568.minus.P21_1;comp104987_c0_seq1.52.478.minus.P23_1;comp106335_c0_seq1.216.833.plus.P11_1;comp10682_c0_seq1.13.561.plus.P11_1;comp110606_c0_seq1.101.577.minus.P11_1;comp11107_c0_seq1.1.481.minus.P22_1;comp11137_c0_seq1.2542.3966.minus.P21_1;comp113890_c0_seq1.1.510.minus.P11_1;comp12338_c0_seq1.1.467.minus.P72_1;comp12500_c0_seq1.1.987.minus.P42_1;comp13171_c0_seq1.1.313.minus.P71_1;comp13253_c0_seq2.626.1333.minus.P11_1;comp13263_c0_seq1.8.763.plus.P21_1;comp13516_c0_seq2.426.2108.minus.P52_1;comp136944_c0_seq1.1.380.minus.P51_1;comp138284_c0_seq1.96.660.minus.P23_1;comp141723_c0_seq1.1.554.minus.P21_1;comp14599_c0_seq1.364.1156.minus.P31_1;comp14666_c0_seq1.1.465.minus.P23_1;comp15117_c0_seq1.960.1660.minus.P43_1;comp15127_c0_seq1.1.994.minus.P31_1;comp15506_c2_seq1.1.1027.minus.P73_1;comp15567_c0_seq1.1.950.minus.P41_1;comp15567_c0_seq6.973.2070.minus.P41_1;comp15761_c0_seq1.461.1922.minus.P21_1;comp16006_c0_seq1.1.498.minus.P73_1;comp16070_c0_seq1.270.2264.minus.P33_1;comp16105_c0_seq2.400.1470.minus.P11_1;comp16274_c1_seq1.2280.2813.plus.P11_1;comp16450_c0_seq3.72.653.plus.P11_1;comp16552_c0_seq2.349.801.plus.P11_1;comp16572_c0_seq1.275.1158.minus.P23_1;comp16573_c0_seq1.528.2230.minus.P23_1;comp16708_c0_seq1.1.1116.minus.P42_1;comp16791_c1_seq1.3458.4816.minus.P11_1;comp16910_c0_seq1.12.776.plus.P31_1;comp17106_c0_seq1.228.1631.plus.P11_1;comp17106_c0_seq3.176.1636.plus.P11_1;comp17246_c0_seq2.338.1206.minus.P23_1;comp172622_c0_seq1.1.545.minus.P42_1;comp17272_c0_seq1.77.1144.plus.P22_1;comp17322_c0_seq3.1.531.minus.P11_1;comp17324_c0_seq1.401.1182.minus.P21_1;comp17426_c0_seq1.37.495.plus.P21_1;comp17473_c0_seq1.438.998.plus.P11_1;comp17510_c0_seq3.38.883.plus.P11_1;comp17518_c3_seq1.59.1204.minus.P23_1;comp17535_c0_seq1.23.628.plus.P73_1;comp17590_c2_seq1.200.1504.plus.P11_1;comp17590_c2_seq19.178.1644.plus.P11_1;comp17590_c2_seq3.701.1807.plus.P11_1;comp17590_c2_seq4.705.2009.plus.P11_1;comp18440_c0_seq2.1.420.minus.P73_1;comp18970_c0_seq2.1.459.minus.P12_1;comp19161_c0_seq1.557.1756.plus.P23_1;comp19706_c0_seq6.1.376.minus.P12_1;comp19740_c0_seq1.224.1642.plus.P12_1;comp19788_c0_seq1.613.1408.minus.P13_1;comp19915_c2_seq1.1.917.minus.P71_1;comp20248_c2_seq5.622.1741.minus.P61_1;comp202493_c0_seq1.1.298.minus.P52_1;comp20347_c1_seq1.81.563.minus.P71_1;comp20820_c0_seq1.1194.1907.plus.P22_1;comp20874_c1_seq1.11.2211.minus.P33_1;comp21030_c0_seq1.1939.3234.minus.P21_1;comp21125_c0_seq1.130.600.plus.P23_1;comp211753_c0_seq1.1.338.minus.P21_1;comp212006_c0_seq1.1.301.minus.P72_1;comp21568_c0_seq1.69.731.plus.P21_1;comp21979_c0_seq1.1348.2307.plus.P21_1;comp22092_c0_seq3.953.1618.plus.P21_1;comp23047_c0_seq1.808.1380.minus.P21_1;comp23234_c0_seq1.1826.2917.plus.P21_1;comp23377_c0_seq1.1.420.minus.P12_1;comp24602_c0_seq1.472.1108.minus.P52_1;comp24645_c0_seq1.393.1754.plus.P33_1;comp24918_c0_seq1.154.608.minus.P73_1;comp25370_c0_seq2.168.779.minus.P33_1;comp25531_c0_seq1.147.584.minus.P21_1;comp26182_c0_seq3.743.1533.minus.P33_1;comp26763_c0_seq1.114.1514.plus.P33_1;comp272041_c0_seq1.1.511.minus.P12_1;comp27537_c0_seq1.1.411.minus.P32_1;comp29185_c1_seq1.226.504.minus.P33_1;comp30018_c0_seq1.346.2514.plus.P33_1;comp30101_c0_seq3.763.1536.minus.P33_1;comp30193_c0_seq2.1.1851.minus.P33_1;comp30332_c3_seq15.679.2394.plus.P33_1;comp30502_c0_seq1.29.1773.minus.P31_1;comp32156_c0_seq1.6.2126.minus.P31_1;comp33611_c0_seq1.2345.3292.plus.P31_1;comp37840_c0_seq1.25.773.minus.P12_1;comp38149_c0_seq1.302.1720.plus.P71_1;comp38205_c0_seq1.118.803.minus.P53_1;comp42125_c0_seq1.1885.3273.minus.P71_1;comp42288_c0_seq1.557.1494.minus.P61_1;comp43529_c0_seq1.829.1666.minus.P33_1;comp45972_c0_seq1.38.784.plus.P22_1;comp4809_c0_seq1.16.724.minus.P22_1;comp49973_c0_seq1.1.1460.minus.P32_1;comp49988_c0_seq1.1.662.minus.P72_1;comp50097_c11_seq8.12688.13278.plus.P32_1;comp61834_c0_seq1.1.365.minus.P41_1;comp6205_c0_seq1.33.1010.plus.P73_1;comp62274_c0_seq1.1.822.minus.P11_1;comp63460_c0_seq1.218.734.minus.P23_1;comp66811_c0_seq1.2308.3202.minus.P21_1;comp70302_c0_seq1.1.947.minus.P33_1;comp7238_c1_seq1.264.1619.minus.P23_1;comp73873_c0_seq1.1.310.minus.P53_1;comp7498_c0_seq1.32.431.minus.P22_1;comp7558_c1_seq1.513.1505.plus.P11_1;comp76973_c0_seq1.21.446.plus.P21_1;comp7814_c0_seq1.209.658.minus.P11_1;comp7936_c0_seq1.1.1364.minus.P11_1;comp79796_c0_seq1.50.568.minus.P41_1;comp81857_c0_seq1.85.783.plus.P72_1;comp8260_c0_seq1.58.495.plus.P11_1;comp8375_c0_seq1.141.908.minus.P73_1;comp8394_c0_seq1.35.703.minus.P53_1;comp84742_c0_seq1.1.368.minus.P21_1;comp8490_c0_seq1.1.632.minus.P73_1;comp8535_c0_seq2.42.936.minus.P11_1;comp88837_c0_seq1.1.1206.minus.P31_1;comp89782_c0_seq1.10.718.minus.P21_1;comp90983_c0_seq1.36.489.minus.P62_1;comp9098_c1_seq1.1.706.minus.P22_1;comp9257_c0_seq1.267.743.plus.P21_1;comp9334_c0_seq1.23.412.plus.P71_1;comp9459_c0_seq1.56.859.plus.P73_1;comp9462_c1_seq1.1.324.minus.P21_1;comp9544_c0_seq1.35.1357.plus.P21_1	P1_vs_P2
