Pathway id,Description,Database,type,count,total,Pvalue,First_Category,Second_Category,Genes
map00965,Betalain biosynthesis,PR_P,R,1,41,0.0355351,Metabolism,Biosynthesis of other secondary metabolites,comp43208_c0_seq1.1.666.minus.P41_1
map03430,Mismatch repair,PR_P,R,2,41,0.0355644,Genetic Information Processing,Replication and repair,comp16257_c0_seq1.1.676.minus.P42_1;comp19895_c0_seq2.1.643.minus.P12_1
map00906,Carotenoid biosynthesis,PC_P,C,14,3141,0.000263038,Metabolism,Metabolism of terpenoids and polyketides,comp19211_c0_seq1.1618.3162.plus.P73_1;comp25881_c0_seq1.418.1872.minus.P21_1;comp9287_c1_seq1.31.1431.plus.P21_1;comp8647_c1_seq1.82.1365.plus.P21_1;comp17222_c0_seq1.2622.3833.plus.P21_1;comp9036_c0_seq1.9.1202.minus.P23_1;comp9488_c1_seq1.1.662.minus.P73_1;comp19947_c1_seq1.60.1034.plus.P23_1;comp16402_c0_seq1.2493.3437.plus.P12_1;comp9287_c1_seq1.1471.2379.plus.P21_1;comp33806_c0_seq1.5245.6135.plus.P31_1;comp17085_c0_seq1.2426.3265.plus.P31_1;comp29463_c0_seq2.133.972.plus.P33_1;comp17085_c0_seq1.3270.3719.plus.P31_1
map04013,MAPK signaling pathway,PC_P,C,11,3141,0.0486605,Environmental Information Processing,Signal transduction,comp10883_c0_seq1.1.818.minus.P72_1;comp45156_c0_seq1.45.782.minus.P33_1;comp19476_c0_seq1.32.721.minus.P13_1;comp78368_c0_seq1.1.614.minus.P51_1;comp9102_c0_seq1.1.614.minus.P51_1;comp6998_c0_seq1.262.872.minus.P21_1;comp28441_c0_seq1.65.673.plus.P11_1;comp22677_c0_seq5.1068.1676.minus.P21_1;comp20647_c0_seq1.238.816.plus.P12_1;comp20214_c0_seq3.233.811.plus.P61_1;comp49551_c0_seq1.1.345.minus.P32_1
map00190,Oxidative phosphorylation,PC_P,C,175,3141,0.00253068,Metabolism,Energy metabolism,comp19200_c0_seq1.29.1393.plus.P23_1;comp21368_c1_seq1.1.1179.minus.P71_1;comp28443_c1_seq1.1.1097.minus.P33_1;comp49315_c1_seq2.1.998.minus.P32_1;comp49708_c0_seq1.1.716.minus.P73_1;comp17167_c1_seq1.1.693.minus.P73_1;comp7019_c0_seq1.1.404.minus.P23_1;comp18154_c1_seq1.96.2108.plus.P21_1;comp16927_c0_seq1.10.1107.plus.P23_1;comp20635_c0_seq1.31.951.plus.P23_1;comp12916_c0_seq1.1.562.minus.P43_1;comp10737_c1_seq1.1.528.minus.P33_1;comp114597_c0_seq1.1.511.minus.P21_1;comp102022_c0_seq1.1.436.minus.P43_1;comp20887_c0_seq2.325.1833.minus.P71_1;comp28115_c0_seq1.161.1654.plus.P21_1;comp15835_c0_seq1.4188.5648.plus.P22_1;comp21299_c0_seq21.1798.3222.plus.P51_1;comp33527_c0_seq17.812.2233.minus.P31_1;comp20249_c1_seq28.691.2112.minus.P61_1;comp20249_c1_seq34.1204.2622.minus.P61_1;comp15578_c0_seq9.3144.4547.plus.P41_1;comp17615_c2_seq6.614.2008.minus.P11_1;comp20271_c0_seq6.4391.5785.plus.P61_1;comp17788_c0_seq1.1.1038.minus.P62_1;comp30393_c0_seq23.1.1007.minus.P33_1;comp18894_c0_seq5.460.1417.minus.P73_1;comp20434_c1_seq1.2.946.plus.P23_1;comp20259_c1_seq1.444.1380.minus.P61_1;comp17615_c2_seq8.1.774.minus.P11_1;comp22738_c1_seq1.463.1117.minus.P21_1;comp17153_c0_seq1.1.559.minus.P43_1;comp20434_c0_seq1.1.540.minus.P23_1;comp20544_c2_seq13.1.523.minus.P12_1;comp9027_c0_seq1.357.861.minus.P12_1;comp194194_c0_seq1.1.397.minus.P61_1;comp17866_c3_seq9.37.402.plus.P62_1;comp20271_c0_seq15.105.437.plus.P61_1;comp11068_c0_seq1.1.1338.minus.P22_1;comp22574_c0_seq1.2675.4291.plus.P21_1;comp22153_c0_seq2.2533.4113.plus.P21_1;comp15594_c2_seq3.2285.3829.plus.P41_1;comp17982_c2_seq3.6786.8327.plus.P43_1;comp18894_c0_seq1.1.1537.minus.P73_1;comp30393_c0_seq1.33.1565.minus.P33_1;comp20249_c1_seq43.430.1962.minus.P61_1;comp14331_c0_seq1.261.1790.minus.P13_1;comp16976_c0_seq13.758.2287.plus.P53_1;comp30343_c1_seq1.1251.2769.minus.P33_1;comp33564_c1_seq7.1118.2497.plus.P31_1;comp16767_c1_seq18.834.2213.plus.P52_1;comp28924_c1_seq1.1.1204.minus.P31_1;comp13174_c1_seq1.1.1032.minus.P72_1;comp21345_c4_seq17.1.786.minus.P23_1;comp9602_c0_seq1.1.748.minus.P21_1;comp151438_c0_seq1.200.902.minus.P73_1;comp72189_c0_seq1.1.637.minus.P42_1;comp22693_c0_seq3.400.894.minus.P21_1;comp9267_c1_seq1.17.502.plus.P21_1;comp49722_c0_seq1.1.467.minus.P32_1;comp6279_c0_seq1.1.330.minus.P52_1;comp9648_c0_seq1.1055.2575.plus.P21_1;comp253456_c0_seq1.1.334.minus.P21_1;comp37061_c0_seq1.46.1374.minus.P33_1;comp34796_c0_seq1.1.1043.minus.P23_1;comp86584_c0_seq1.1.455.minus.P41_1;comp16873_c0_seq1.892.2193.minus.P11_1;comp16405_c0_seq1.573.1865.minus.P11_1;comp20452_c0_seq2.1958.3190.minus.P12_1;comp8510_c0_seq1.365.1486.minus.P11_1;comp24466_c2_seq1.2053.3006.plus.P33_1;comp7851_c0_seq1.7.933.plus.P73_1;comp7386_c0_seq1.801.1472.minus.P73_1;comp24995_c0_seq1.512.1699.plus.P21_1;comp13223_c2_seq1.332.949.minus.P22_1;comp22153_c0_seq2.17.1123.plus.P21_1;comp22574_c0_seq1.231.1289.plus.P21_1;comp16923_c2_seq1.1908.2762.minus.P11_1;comp17615_c3_seq2.424.1278.plus.P11_1;comp15594_c2_seq3.64.840.plus.P41_1;comp17051_c0_seq1.784.1533.plus.P11_1;comp31958_c0_seq1.39.788.minus.P31_1;comp7896_c0_seq1.616.1341.plus.P23_1;comp20432_c1_seq1.241.1242.plus.P23_1;comp17545_c2_seq1.345.1340.plus.P11_1;comp14270_c0_seq1.2745.3671.plus.P13_1;comp17356_c0_seq1.107.1032.minus.P21_1;comp8156_c0_seq1.684.1605.minus.P22_1;comp53169_c0_seq1.179.1077.minus.P21_1;comp19841_c0_seq2.1.569.minus.P61_1;comp9267_c1_seq1.522.1472.plus.P21_1;comp22574_c0_seq1.4295.5179.plus.P21_1;comp17550_c0_seq20.2232.3110.plus.P11_1;comp22083_c0_seq1.133.996.plus.P71_1;comp17615_c2_seq1.164.1024.minus.P11_1;comp16544_c0_seq1.71.593.minus.P53_1;comp115559_c0_seq1.1.503.minus.P73_1;comp19988_c0_seq1.7.436.minus.P61_1;comp17426_c1_seq3.4594.5430.plus.P11_1;comp81046_c0_seq1.1.826.minus.P52_1;comp17487_c0_seq1.2092.2763.plus.P11_1;comp62253_c0_seq1.1.574.minus.P62_1;comp16770_c0_seq1.1.545.minus.P53_1;comp9154_c1_seq1.231.965.minus.P21_1;comp15574_c1_seq1.129.852.minus.P11_1;comp14201_c0_seq1.539.1114.minus.P11_1;comp14858_c0_seq1.1670.2212.plus.P13_1;comp13926_c0_seq1.26.562.minus.P11_1;comp18847_c0_seq1.209.745.plus.P12_1;comp168028_c0_seq1.264.779.plus.P13_1;comp65622_c0_seq1.211.714.minus.P32_1;comp65697_c0_seq1.146.643.minus.P41_1;comp13971_c0_seq1.1838.2329.plus.P12_1;comp23447_c0_seq1.764.1255.plus.P12_1;comp14858_c0_seq1.2234.2716.plus.P13_1;comp17051_c0_seq1.2575.3054.plus.P11_1;comp9487_c0_seq1.2205.2684.plus.P41_1;comp7896_c0_seq1.2315.2791.plus.P23_1;comp7896_c0_seq1.1821.2282.plus.P23_1;comp17615_c3_seq1.4820.5272.plus.P11_1;comp15594_c2_seq11.1255.1707.plus.P41_1;comp13971_c0_seq1.2431.2820.plus.P12_1;comp17487_c0_seq1.180.776.plus.P11_1;comp14008_c0_seq1.298.873.minus.P11_1;comp17426_c1_seq3.2672.3235.plus.P11_1;comp20730_c0_seq1.80.643.plus.P23_1;comp22223_c0_seq3.132.683.plus.P21_1;comp98458_c0_seq1.1.498.minus.P11_1;comp63058_c0_seq1.1.418.minus.P11_1;comp137301_c0_seq1.1.404.minus.P73_1;comp203311_c0_seq1.1.718.minus.P21_1;comp17550_c0_seq20.118.678.plus.P11_1;comp22574_c0_seq1.2098.2652.plus.P21_1;comp15888_c0_seq1.184.736.minus.P71_1;comp16986_c0_seq1.16.555.minus.P63_1;comp17615_c3_seq1.5288.5824.plus.P11_1;comp15594_c2_seq11.1723.2259.plus.P41_1;comp7896_c0_seq1.2872.3333.plus.P23_1;comp133203_c0_seq1.1.459.minus.P71_1;comp20462_c0_seq1.10.384.plus.P21_1;comp33818_c0_seq1.160.727.minus.P12_1;comp34797_c0_seq1.179.745.minus.P11_1;comp9077_c0_seq2.291.846.minus.P61_1;comp23892_c0_seq1.321.875.plus.P21_1;comp43969_c0_seq1.30.563.minus.P33_1;comp20748_c0_seq1.1.509.minus.P71_1;comp14270_c0_seq1.3849.4499.plus.P13_1;comp15158_c1_seq1.275.901.minus.P11_1;comp30206_c0_seq2.12.614.minus.P33_1;comp33494_c0_seq4.1411.1986.plus.P31_1;comp20462_c0_seq1.398.997.plus.P21_1;comp12204_c1_seq1.1010.1471.plus.P72_1;comp22629_c0_seq4.431.907.plus.P21_1;comp7467_c0_seq1.768.1238.plus.P11_1;comp17137_c1_seq3.118.588.minus.P11_1;comp17258_c0_seq1.172.642.plus.P11_1;comp17609_c3_seq1.51.521.plus.P11_1;comp17830_c0_seq1.747.1217.plus.P11_1;comp19240_c0_seq1.119.589.plus.P12_1;comp24436_c0_seq1.544.1014.plus.P21_1;comp27669_c0_seq1.1527.1997.plus.P22_1;comp33546_c1_seq16.15.485.plus.P31_1;comp12766_c0_seq1.196.663.plus.P11_1;comp36382_c0_seq1.1.477.minus.P71_1;comp20271_c0_seq11.2920.3342.plus.P61_1;comp8238_c0_seq1.233.646.plus.P11_1;comp24368_c0_seq1.25.429.minus.P13_1;comp15835_c0_seq1.5691.6095.plus.P22_1;comp17615_c2_seq9.29.427.minus.P11_1;comp17550_c0_seq30.4732.5127.plus.P11_1;comp7362_c0_seq1.1.355.minus.P43_1;comp79268_c0_seq1.199.561.minus.P23_1;comp13660_c0_seq1.3846.4175.plus.P13_1;comp20462_c0_seq1.1013.1336.plus.P21_1;comp7896_c0_seq1.1507.1752.plus.P23_1
map00030,Pentose phosphate pathway,PC_P,C,93,3141,0.00429609,Metabolism,Carbohydrate metabolism,comp25915_c0_seq1.487.2573.minus.P51_1;comp20005_c1_seq4.1.1997.minus.P12_1;comp15564_c0_seq1.48.2048.minus.P41_1;comp22550_c1_seq2.4821.6797.plus.P21_1;comp39868_c0_seq1.27.1937.minus.P31_1;comp20940_c0_seq1.1.1248.minus.P11_1;comp16810_c0_seq2.1046.2237.minus.P63_1;comp19312_c1_seq1.12.965.minus.P23_1;comp9165_c1_seq1.156.1070.minus.P23_1;comp18166_c0_seq1.803.1669.plus.P21_1;comp19162_c0_seq1.219.1066.minus.P61_1;comp18156_c2_seq1.1.826.minus.P21_1;comp60415_c0_seq1.1.799.minus.P73_1;comp169282_c0_seq1.1.766.minus.P73_1;comp109138_c0_seq1.54.806.plus.P22_1;comp18156_c1_seq1.83.832.plus.P21_1;comp11153_c0_seq1.1.732.minus.P62_1;comp17867_c0_seq1.1.505.minus.P43_1;comp17569_c0_seq2.1.497.minus.P11_1;comp14900_c0_seq1.1.480.minus.P61_1;comp7452_c0_seq1.1.446.minus.P71_1;comp28480_c0_seq1.464.2191.minus.P33_1;comp17410_c0_seq1.1.840.minus.P21_1;comp11414_c0_seq1.269.1027.minus.P72_1;comp104729_c0_seq1.1.733.minus.P22_1;comp19666_c1_seq1.1.647.minus.P21_1;comp49973_c0_seq1.1.1460.minus.P32_1;comp26763_c0_seq1.114.1514.plus.P33_1;comp7936_c0_seq1.1.1364.minus.P11_1;comp17518_c3_seq1.59.1204.minus.P23_1;comp15506_c2_seq1.1.1027.minus.P73_1;comp9459_c0_seq1.56.859.plus.P73_1;comp12338_c0_seq1.1.467.minus.P72_1;comp19246_c0_seq1.6746.8149.plus.P11_1;comp10287_c0_seq1.1.1026.minus.P22_1;comp17928_c0_seq1.149.482.minus.P71_1;comp6029_c0_seq1.123.1679.minus.P41_1;comp23615_c0_seq1.1040.2563.plus.P21_1;comp20583_c0_seq1.3231.4715.minus.P12_1;comp46321_c0_seq1.141.1616.plus.P31_1;comp51935_c0_seq1.5779.7041.plus.P32_1;comp17153_c0_seq1.1.600.minus.P12_1;comp30196_c0_seq1.33.1084.minus.P33_1;comp17495_c0_seq4.2849.3742.plus.P11_1;comp57371_c0_seq1.1.823.minus.P52_1;comp41381_c0_seq1.1.561.minus.P73_1;comp7288_c0_seq1.96.621.minus.P72_1;comp17607_c0_seq1.471.1571.plus.P11_1;comp22686_c0_seq3.289.1389.minus.P21_1;comp29124_c0_seq1.462.1467.minus.P21_1;comp17651_c0_seq1.1129.2109.minus.P71_1;comp16263_c0_seq1.137.1105.plus.P22_1;comp17510_c0_seq2.52.1015.minus.P42_1;comp30341_c0_seq1.38.992.minus.P33_1;comp7320_c0_seq1.214.1160.minus.P11_1;comp18141_c0_seq1.39.980.plus.P21_1;comp10598_c0_seq1.1655.2728.minus.P21_1;comp22395_c0_seq2.18.1091.minus.P21_1;comp63403_c0_seq1.891.1959.minus.P61_1;comp33257_c0_seq1.1.685.minus.P31_1;comp49083_c0_seq1.25.1056.plus.P73_1;comp13533_c0_seq1.474.1501.minus.P33_1;comp19751_c0_seq1.771.1796.minus.P73_1;comp13802_c0_seq1.311.1068.minus.P43_1;comp19259_c0_seq1.100.773.minus.P71_1;comp16211_c1_seq1.24328.24993.plus.P22_1;comp8151_c0_seq1.490.1150.minus.P72_1;comp7685_c0_seq1.1.478.minus.P21_1;comp80364_c0_seq1.30.929.plus.P22_1;comp21283_c0_seq1.66.1055.plus.P21_1;comp37196_c0_seq1.12.998.plus.P31_1;comp51138_c0_seq1.128.1027.minus.P11_1;comp207557_c0_seq1.1.609.minus.P23_1;comp7519_c0_seq1.266.841.plus.P73_1;comp50348_c0_seq1.1.424.minus.P23_1;comp20820_c0_seq1.1194.1907.plus.P22_1;comp8394_c0_seq1.35.703.minus.P53_1;comp136944_c0_seq1.1.380.minus.P51_1;comp26182_c0_seq3.743.1533.minus.P33_1;comp13263_c0_seq1.8.763.plus.P21_1;comp15117_c0_seq1.960.1660.minus.P43_1;comp38205_c0_seq1.118.803.minus.P53_1;comp22092_c0_seq3.953.1618.plus.P21_1;comp21568_c0_seq1.69.731.plus.P21_1;comp104309_c0_seq1.1.568.minus.P21_1;comp10682_c0_seq1.13.561.plus.P11_1;comp13171_c0_seq1.1.313.minus.P71_1;comp8930_c0_seq1.54.791.minus.P23_1;comp13974_c1_seq1.331.868.minus.P63_1;comp5824_c1_seq1.1.398.minus.P41_1;comp139384_c0_seq1.22.663.plus.P12_1;comp20284_c0_seq1.1.437.minus.P12_1;comp6786_c0_seq1.148.723.plus.P11_1
map00195,Photosynthesis,PC_P,C,171,3141,1.65E-14,Metabolism,Energy metabolism,comp22741_c0_seq2.1963.4266.minus.P21_1;comp22089_c0_seq3.2228.4531.minus.P71_1;comp17261_c0_seq1.1.2064.minus.P21_1;comp18886_c0_seq1.2496.4709.plus.P73_1;comp17261_c2_seq1.1.1164.minus.P21_1;comp16412_c0_seq1.983.2060.minus.P22_1;comp16319_c0_seq2.1.372.minus.P22_1;comp16319_c1_seq2.44.333.minus.P22_1;comp20887_c0_seq2.325.1833.minus.P71_1;comp28115_c0_seq1.161.1654.plus.P21_1;comp15835_c0_seq1.4188.5648.plus.P22_1;comp21299_c0_seq21.1798.3222.plus.P51_1;comp33527_c0_seq17.812.2233.minus.P31_1;comp20249_c1_seq28.691.2112.minus.P61_1;comp20249_c1_seq34.1204.2622.minus.P61_1;comp15578_c0_seq9.3144.4547.plus.P41_1;comp17615_c2_seq6.614.2008.minus.P11_1;comp20271_c0_seq6.4391.5785.plus.P61_1;comp17788_c0_seq1.1.1038.minus.P62_1;comp30393_c0_seq23.1.1007.minus.P33_1;comp18894_c0_seq5.460.1417.minus.P73_1;comp20434_c1_seq1.2.946.plus.P23_1;comp20259_c1_seq1.444.1380.minus.P61_1;comp17615_c2_seq8.1.774.minus.P11_1;comp22738_c1_seq1.463.1117.minus.P21_1;comp17153_c0_seq1.1.559.minus.P43_1;comp20434_c0_seq1.1.540.minus.P23_1;comp20544_c2_seq13.1.523.minus.P12_1;comp9027_c0_seq1.357.861.minus.P12_1;comp194194_c0_seq1.1.397.minus.P61_1;comp17866_c3_seq9.37.402.plus.P62_1;comp20271_c0_seq15.105.437.plus.P61_1;comp22574_c0_seq1.2675.4291.plus.P21_1;comp22153_c0_seq2.2533.4113.plus.P21_1;comp15594_c2_seq3.2285.3829.plus.P41_1;comp17982_c2_seq3.6786.8327.plus.P43_1;comp18894_c0_seq1.1.1537.minus.P73_1;comp30393_c0_seq1.33.1565.minus.P33_1;comp20249_c1_seq43.430.1962.minus.P61_1;comp14331_c0_seq1.261.1790.minus.P13_1;comp16976_c0_seq13.758.2287.plus.P53_1;comp30343_c1_seq1.1251.2769.minus.P33_1;comp33564_c1_seq7.1118.2497.plus.P31_1;comp16767_c1_seq18.834.2213.plus.P52_1;comp28924_c1_seq1.1.1204.minus.P31_1;comp13174_c1_seq1.1.1032.minus.P72_1;comp21345_c4_seq17.1.786.minus.P23_1;comp9602_c0_seq1.1.748.minus.P21_1;comp151438_c0_seq1.200.902.minus.P73_1;comp72189_c0_seq1.1.637.minus.P42_1;comp22693_c0_seq3.400.894.minus.P21_1;comp9267_c1_seq1.17.502.plus.P21_1;comp49722_c0_seq1.1.467.minus.P32_1;comp6279_c0_seq1.1.330.minus.P52_1;comp20969_c0_seq2.134.1687.minus.P23_1;comp21112_c0_seq1.54.1601.minus.P71_1;comp5868_c0_seq1.1.816.minus.P72_1;comp5868_c1_seq1.625.1328.minus.P72_1;comp22640_c0_seq1.44.1510.minus.P21_1;comp22002_c1_seq1.1.1290.minus.P71_1;comp17382_c1_seq1.1.1154.minus.P21_1;comp15967_c0_seq1.56.1138.plus.P22_1;comp15967_c0_seq2.56.1138.plus.P22_1;comp21283_c0_seq2.49.1125.plus.P23_1;comp22017_c0_seq2.79.1050.plus.P71_1;comp16211_c1_seq1.106.807.plus.P22_1;comp15363_c0_seq1.1.467.minus.P31_1;comp7887_c0_seq1.15.1127.plus.P23_1;comp19265_c1_seq1.1.525.minus.P21_1;comp19415_c0_seq1.1.462.minus.P23_1;comp22153_c0_seq2.17.1123.plus.P21_1;comp22574_c0_seq1.231.1289.plus.P21_1;comp16923_c2_seq1.1908.2762.minus.P11_1;comp17615_c3_seq2.424.1278.plus.P11_1;comp15594_c2_seq3.64.840.plus.P41_1;comp17051_c0_seq1.784.1533.plus.P11_1;comp31958_c0_seq1.39.788.minus.P31_1;comp7896_c0_seq1.616.1341.plus.P23_1;comp49305_c0_seq1.80.1161.minus.P73_1;comp17382_c2_seq1.1.1041.minus.P21_1;comp16645_c0_seq1.1584.2555.minus.P22_1;comp20364_c0_seq1.1.821.minus.P23_1;comp22210_c0_seq1.34.722.minus.P21_1;comp9267_c1_seq1.522.1472.plus.P21_1;comp22574_c0_seq1.4295.5179.plus.P21_1;comp17550_c0_seq20.2232.3110.plus.P11_1;comp22083_c0_seq1.133.996.plus.P71_1;comp17615_c2_seq1.164.1024.minus.P11_1;comp16544_c0_seq1.71.593.minus.P53_1;comp115559_c0_seq1.1.503.minus.P73_1;comp19988_c0_seq1.7.436.minus.P61_1;comp17608_c26_seq1.218.1021.plus.P11_1;comp23094_c0_seq1.136.930.plus.P21_1;comp13397_c0_seq1.1.784.minus.P72_1;comp15574_c1_seq1.129.852.minus.P11_1;comp14201_c0_seq1.539.1114.minus.P11_1;comp14858_c0_seq1.1670.2212.plus.P13_1;comp13926_c0_seq1.26.562.minus.P11_1;comp18847_c0_seq1.209.745.plus.P12_1;comp168028_c0_seq1.264.779.plus.P13_1;comp65622_c0_seq1.211.714.minus.P32_1;comp65697_c0_seq1.146.643.minus.P41_1;comp13971_c0_seq1.1838.2329.plus.P12_1;comp23447_c0_seq1.764.1255.plus.P12_1;comp14858_c0_seq1.2234.2716.plus.P13_1;comp17051_c0_seq1.2575.3054.plus.P11_1;comp9487_c0_seq1.2205.2684.plus.P41_1;comp7896_c0_seq1.2315.2791.plus.P23_1;comp7896_c0_seq1.1821.2282.plus.P23_1;comp17615_c3_seq1.4820.5272.plus.P11_1;comp15594_c2_seq11.1255.1707.plus.P41_1;comp13971_c0_seq1.2431.2820.plus.P12_1;comp17550_c0_seq20.118.678.plus.P11_1;comp22574_c0_seq1.2098.2652.plus.P21_1;comp15888_c0_seq1.184.736.minus.P71_1;comp16986_c0_seq1.16.555.minus.P63_1;comp17615_c3_seq1.5288.5824.plus.P11_1;comp15594_c2_seq11.1723.2259.plus.P41_1;comp7896_c0_seq1.2872.3333.plus.P23_1;comp23013_c0_seq1.595.1194.minus.P21_1;comp31600_c0_seq1.169.660.plus.P21_1;comp8640_c0_seq1.68.559.minus.P71_1;comp16866_c0_seq1.178.686.minus.P23_1;comp14705_c0_seq1.1.323.minus.P33_1;comp8455_c0_seq1.22.558.minus.P21_1;comp7073_c0_seq1.1.429.minus.P72_1;comp22997_c0_seq1.23.559.plus.P21_1;comp21532_c0_seq1.87.588.minus.P71_1;comp21532_c0_seq2.170.671.minus.P71_1;comp16966_c4_seq1.9631.10056.plus.P11_1;comp16556_c0_seq1.353.775.plus.P22_1;comp21666_c0_seq1.1.344.minus.P33_1;comp222506_c0_seq1.1.323.minus.P31_1;comp87833_c0_seq1.30.512.minus.P21_1;comp62284_c0_seq1.1.475.minus.P73_1;comp23876_c0_seq1.11.361.plus.P31_1;comp25605_c0_seq1.54.491.plus.P21_1;comp97322_c0_seq1.1.430.minus.P21_1;comp98877_c0_seq1.8.433.minus.P21_1;comp36382_c0_seq1.1.477.minus.P71_1;comp20271_c0_seq11.2920.3342.plus.P61_1;comp8238_c0_seq1.233.646.plus.P11_1;comp24368_c0_seq1.25.429.minus.P13_1;comp15835_c0_seq1.5691.6095.plus.P22_1;comp17615_c2_seq9.29.427.minus.P11_1;comp17550_c0_seq30.4732.5127.plus.P11_1;comp7362_c0_seq1.1.355.minus.P43_1;comp120176_c0_seq1.121.507.minus.P23_1;comp24950_c0_seq1.76.429.minus.P21_1;comp20981_c0_seq1.106.480.plus.P23_1;comp17572_c0_seq1.45.384.minus.P21_1;comp20882_c1_seq1.1489.1815.plus.P71_1;comp107822_c0_seq1.51.350.minus.P33_1;comp21307_c0_seq2.43.420.plus.P21_1;comp26828_c0_seq1.73.437.minus.P23_1;comp6249_c0_seq1.63.426.minus.P72_1;comp22920_c0_seq1.547.897.plus.P21_1;comp19381_c0_seq1.15.365.minus.P21_1;comp17157_c0_seq1.17.339.minus.P23_1;comp17157_c0_seq2.1.322.minus.P23_1;comp23170_c0_seq1.21.266.plus.P21_1;comp31828_c0_seq1.1.317.minus.P21_1;comp23148_c0_seq1.190.399.plus.P21_1;comp41355_c0_seq1.45.344.minus.P72_1;comp9257_c0_seq1.20.217.plus.P21_1;comp16344_c0_seq1.532.784.minus.P31_1;comp13114_c0_seq1.19386.19634.plus.P13_1;comp7896_c0_seq1.1507.1752.plus.P23_1;comp11430_c0_seq1.91.326.minus.P72_1;comp8659_c22_seq1.1169.1366.plus.P12_1;comp10727_c0_seq1.258.455.plus.P33_1
map00196,Photosynthesis - antenna proteins,PC_P,C,5,3141,0.0031903,Metabolism,Energy metabolism,comp21529_c0_seq2.1.892.minus.P21_1;comp21529_c0_seq1.1.596.minus.P21_1;comp169568_c0_seq1.1.543.minus.P23_1;comp22373_c0_seq1.220.708.minus.P21_1;comp59259_c0_seq1.599.1087.plus.P22_1
