gene_id	sampleA	sampleB	baseMeanA	baseMeanB	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	up|down
EZ55_78_2	P2	P7	28.8450778057622	3.28285004257458	16.0639639241684	3.14387220198752	1.02059878952874	3.08041929330448	0.00206709367722994	0.0486997427052149	up
EZ55_13_39	P2	P7	47.4678822223625	8516.22705522538	4281.84746872387	-7.48716726541339	1.03083721230188	-7.26319071145518	3.78064298608128e-13	7.48189246945485e-10	down
EZ55_39_41	P2	P7	0	44.6091540185829	22.3045770092914	-7.87760649648424	1.42039323568794	-5.54607435360595	2.92154626214654e-08	1.92724668426267e-05	down
EZ55_12_46	P2	P7	1.01680364213303	721.114341394544	361.065572518338	-9.46275830430763	1.76396464407441	-5.3644829765128	8.11814153612748e-08	4.01645052499907e-05	down
EZ55_43_32	P2	P7	0	65.4135329309296	32.7067664654648	-8.43030608133624	1.58704992492686	-5.31193502417685	1.08467280199003e-07	4.29313495027656e-05	down
EZ55_60_206	P2	P7	0	55.254850582153	27.6274252910765	-8.18706203608104	1.56566831533442	-5.22911650947749	1.70322007653876e-07	5.61778755245033e-05	down
NATL1A_1080	P2	P7	4429.09545220106	9724.08554693958	7076.59049957032	-1.13449648022871	0.22014194717944	-5.15347708496449	2.55700332878354e-07	5.62256620851403e-05	down
EZ55_12_45	P2	P7	0	62.1209152004424	31.0604576002212	-8.35581925422684	1.63849525916889	-5.09969083368922	3.40208713972178e-07	6.73273044950941e-05	down
EZ55_60_35	P2	P7	1.35115976655305	654.845616980349	328.098388373451	-8.91370082010761	1.77100858781418	-5.03312117255689	4.82557890314156e-07	8.68165513574287e-05	down
EZ55_14_34	P2	P7	4.39470305851566	1987.1212914772	995.75799726786	-8.81846828053359	1.82253904298815	-4.83856206782559	1.30781855772663e-06	0.000199090225057	down
EZ55_75_9	P2	P7	0	40.7255422402547	20.3627711201273	-7.74670100473934	1.62292108002622	-4.77330727912794	1.81224964024093e-06	0.00023909613586912	down
EZ55_4_178	P2	P7	0	558.101498063385	279.050749031693	-11.5231578487681	2.53081874108716	-4.55313439152823	5.285248547643e-06	0.000615265110340324	down
EZ55_49_39	P2	P7	0.355612531000021	61.8633405684167	31.1094765497084	-7.38812392864972	1.66781366325617	-4.42982576016643	9.43092544295358e-06	0.000865268820989358	down
EZ55_6_40	P2	P7	0.33435612442002	291.875135788425	146.104745956423	-9.62621056153118	2.22229914564072	-4.33164481047208	1.47999558460482e-05	0.00122037969247205	down
EZ55_39_87	P2	P7	0	37.8553623372471	18.9276811686235	-7.64147350608615	1.76826674636785	-4.32144840238742	1.55008302488968e-05	0.00122704572250267	down
EZ55_2_139	P2	P7	0.682447517713011	598.111173710692	299.396810614203	-9.77199686902335	2.27777939777266	-4.2901419156653	1.78558978047433e-05	0.00134228193119275	down
EZ55_19_122	P2	P7	1.02367127656952	342.632752438124	171.828211857347	-8.38369701426232	2.00328759755495	-4.18496925977816	2.85204694316162e-05	0.00201578603589887	down
EZ55_70_119	P2	P7	0.341223758856506	284.962633853251	142.651928806054	-9.5916296733587	2.30008473653318	-4.17012013558064	3.0443911078198e-05	0.00207753448357772	down
EZ55_4_232	P2	P7	0	340.340816962499	170.17040848125	-10.8096066422328	2.62758849116217	-4.11388871529567	3.89049044431753e-05	0.00256642686310146	down
EZ55_70_118	P2	P7	0.682447517713011	184.473536440496	92.5779919791043	-8.07417913703431	1.98379498070184	-4.07006732831725	4.69995528515436e-05	0.00300039080945822	down
EZ55_31_57	P2	P7	0	194.358442987689	97.1792214938445	-10.001358958152	2.48340247658144	-4.02728073780433	5.64256453393871e-05	0.00348957350395772	down
EZ55_2_134	P2	P7	0.341223758856506	147.164388195049	73.7528059769525	-8.63829881386617	2.17303146124664	-3.97522952056594	7.03114136946736e-05	0.00409253787358115	down
