gene_id	sampleA	sampleB	baseMeanA	baseMeanB	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	up|down
NATL1A_926	P1	P3	5875.67685562404	687.574339166532	3281.62559739529	3.09571754140462	0.260085383687401	11.9026970970633	1.14583025096991e-32	3.08937711080688e-32	up
NATL1A_777	P1	P3	3095.33241644174	433.717701220962	1764.52505883135	2.83614547861662	0.243718007894128	11.6369959820476	2.67263962794468e-31	6.36729838368816e-31	up
NATL1A_1370	P1	P3	7100.58714973908	1487.62204460182	4294.10459717045	2.2553022248745	0.219652623085448	10.2675861239188	9.86419087109391e-25	1.61202006586027e-24	up
NATL1A_1619	P1	P3	2739.59265823159	677.300436294075	1708.44654726283	2.01673272026297	0.202639400851716	9.9523227555274	2.46364666519921e-23	3.90132726631951e-23	up
NATL1A_647	P1	P3	2902.81782173224	810.62653425194	1856.72217799209	1.84073455485851	0.189987004272353	9.68873930039845	3.36658459108888e-22	5.22554411430572e-22	up
NATL1A_1335	P1	P3	1208.42957895606	118.939808471215	663.684693713636	3.3397051941937	0.345349298256813	9.67051391461114	4.02352484552411e-22	6.23864039785012e-22	up
NATL1A_1671	P1	P3	441218.577083502	80835.2989324877	261026.938007995	2.44844131958722	0.255071168381365	9.59905164948504	8.06833444158531e-22	1.24609529033422e-21	up
NATL1A_1117	P1	P3	1390.79472874552	141.508056578556	766.151392662038	3.29637879741582	0.356768951655949	9.23953382746908	2.47573484421451e-20	3.75547178150277e-20	up
NATL1A_1071	P1	P3	21769.2317614264	3506.51475667798	12637.8732590522	2.63405516888362	0.289789973688258	9.08953175763497	9.94664932428122e-20	1.49875775276102e-19	up
NATL1A_1229	P1	P3	6452.34742977018	672.310107098421	3562.3287684343	3.26327280796962	0.359232372279093	9.08401653020942	1.0464038114903e-19	1.57631343397577e-19	up
NATL1A_783	P1	P3	7141.77379938255	854.1885395445	3997.98116946352	3.06398380941923	0.338206852139957	9.05949654784429	1.31054034663982e-19	1.97168362010472e-19	up
NATL1A_1534	P1	P3	2143.19727780159	421.521941068316	1282.35960943495	2.34681331960053	0.26012552207466	9.02184953203845	1.84940119834753e-19	2.77883172385978e-19	up
NATL1A_1024	P1	P3	3402.93214313217	566.844650731785	1984.88839693198	2.58599892975216	0.289643094741512	8.92822572573323	4.32895643127757e-19	6.48295157628237e-19	up
NATL1A_1629	P1	P3	2496.45447866869	492.923272580003	1494.68887562435	2.34180319244293	0.281799140792612	8.31018570836014	9.55524167619255e-17	1.41510070198213e-16	up
NATL1A_1393	P1	P3	7045.21914041972	1627.74274091756	4336.48094066864	2.11376081672194	0.255369139362509	8.27727587600691	1.26025026894281e-16	1.86497993199975e-16	up
NATL1A_774	P1	P3	18059.7466116186	4790.00117202151	11424.87389182	1.9148105613571	0.23334331260463	8.20598002138376	2.28717451522533e-16	3.38126579691717e-16	up
NATL1A_93	P1	P3	3806.43932194128	1480.58426785999	2643.51179490063	1.36188088185903	0.168516440140266	8.08159061944021	6.3927396938995e-16	9.43177943286278e-16	up
NATL1A_342	P1	P3	2757.4355979551	562.015499682865	1659.72554881898	2.2958907654529	0.284754974567886	8.06268887466111	7.46343039182499e-16	1.10087003645423e-15	up
NATL1A_446	P1	P3	49866.9377317217	10546.2821556874	30206.6099437046	2.2414067818846	0.280997919447929	7.97659564984766	1.5042460468692e-15	2.21545387950778e-15	up
NATL1A_1648	P1	P3	1525.54070445388	229.085620983868	877.313162718876	2.73786103039209	0.345084227648277	7.9338921081685	2.12382620286872e-15	3.12562097741826e-15	up
NATL1A_1511	P1	P3	8098.64169281284	1720.67125729698	4909.65647505491	2.23505235864382	0.288150561024934	7.75654349133965	8.72753886998255e-15	1.28089659907938e-14	up
NATL1A_1347	P1	P3	9142.60438740962	2511.54296290883	5827.07367515922	1.86385275105143	0.248737545382122	7.49325055929167	6.71884608199457e-14	9.85106581774847e-14	up
NATL1A_1808	P1	P3	13346.0420690969	2440.31286005765	7893.17746457726	2.45151270564861	0.327381469179649	7.48824517096706	6.980055038739e-14	1.0231492852443e-13	up
NATL1A_1618	P1	P3	4180.71661562429	1790.97240465267	2985.84451013848	1.22283353413281	0.167163715417712	7.31518518284409	2.57026687675485e-13	3.76191278050193e-13	up
NATL1A_513	P1	P3	13216.9192234105	4103.26582691701	8660.09252516374	1.68766952976502	0.236422224412413	7.13837091229233	9.44435038610864e-13	1.3812685715307e-12	up
NATL1A_1223	P1	P3	6648.86292011997	1247.24643762731	3948.05467887364	2.4141480818129	0.353654246199148	6.82629463030241	8.71358843201442e-12	1.27280785773458e-11	up
NATL1A_1479	P1	P3	571.209465385198	135.356431733124	353.282948559161	2.07487257106961	0.314719717539934	6.59276319668894	4.31714891021079e-11	6.2982989440001e-11	up
NATL1A_1673	P1	P3	19356.1000793233	2747.03720596864	11051.568642646	2.81700988228037	0.428028480593195	6.58136084397079	4.661616833282e-11	6.79915563444185e-11	up
NATL1A_1372	P1	P3	2736.98346780048	367.923517106746	1552.45349245361	2.89348091308373	0.440779458949224	6.56446405189005	5.22203398461836e-11	7.61465615776443e-11	up
NATL1A_1204	P1	P3	6337.80835649516	2376.60154644144	4357.2049514683	1.41490793176027	0.216353687369938	6.53979115845136	6.16047977560088e-11	8.98084830810302e-11	up
NATL1A_178	P1	P3	6121.14212756394	2916.77574568033	4518.95893662214	1.06950609879108	0.164580831512231	6.49836368527276	8.11983208353378e-11	1.18313525522721e-10	up
NATL1A_916	P1	P3	36846.5770603651	10758.9494483096	23802.7632543374	1.77594309081682	0.274041070119201	6.48057274788895	9.13750835075449e-11	1.33109004613644e-10	up
