gene_id	sampleA	sampleB	baseMeanA	baseMeanB	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	up|down
NATL1A_666	P1	P2	4077.52818429894	1016.23875389381	2546.88346909637	2.00410099741642	0.0980186740181229	20.4461141460237	6.50557600959232e-93	1.25817840025516e-89	up
NATL1A_1319	P1	P2	74711.8472321034	26276.1880566352	50494.0176443693	1.50758637569904	0.0741178895997004	20.3403845392967	5.64858295581488e-92	5.46217971827298e-89	up
NATL1A_869	P1	P2	1101.01764057887	17.7926918099206	559.405166194394	5.95071935868813	0.323484028324144	18.3957130418979	1.42178093822282e-75	4.58287389087156e-73	up
NATL1A_766	P1	P2	11330.2454011356	2673.8745680545	7002.05998459508	2.08285710634609	0.116298764040526	17.9095377627598	9.93572407382866e-72	2.40196129484808e-69	up
NATL1A_1103	P1	P2	4460.7217447476	174.11211008741	2317.41692741751	4.6779602461552	0.261530410843179	17.8868691831033	1.49262640231159e-71	3.20748829118958e-69	up
NATL1A_621	P1	P2	2292.95588266711	658.108625843887	1475.5322542555	1.79960588218331	0.101973324879204	17.6478101926665	1.05778869819441e-69	2.045763342308e-67	up
NATL1A_1101	P1	P2	1988.27820913008	159.719337975717	1073.9987735529	3.63634566558801	0.227293379758736	15.9984671328653	1.30959925892727e-57	1.48986174515608e-55	up
NATL1A_979	P1	P2	1467.78917075859	212.818199817282	840.303685287934	2.78507259107738	0.18179045762056	15.3202353277007	5.60143421387059e-53	5.64031033320167e-51	up
NATL1A_978	P1	P2	5812.31056498187	784.354562831628	3298.33256390675	2.88920091123452	0.188619632336329	15.3176044054776	5.83279248521373e-53	5.64031033320167e-51	up
NATL1A_1121	P1	P2	13088.5669460416	758.071787924988	6923.3193669833	4.10947573969288	0.269048194230986	15.2741249627744	1.13744579544013e-52	9.99918258355092e-51	up
NATL1A_927	P1	P2	10101.6947176447	2214.57120224789	6158.13295994632	2.18935851804439	0.148436998253478	14.7494125036518	3.10354581597642e-49	2.60967722091235e-47	up
NATL1A_944	P1	P2	1236.13914998836	140.782141420101	688.460645704231	3.13234160358483	0.214203437763327	14.623208834985	1.99759089509613e-48	1.60972532963163e-46	up
NATL1A_1180	P1	P2	7432.63855214025	588.74371834877	4010.69113524451	3.65769863261564	0.273175509005003	13.3895554763976	6.95960300150972e-41	3.95878594262347e-39	up
NATL1A_369	P1	P2	7983.89350722102	3157.76611882995	5570.82981302549	1.3378039325041	0.100701545176974	13.2848401695628	2.83463057149227e-40	1.52282653479613e-38	up
NATL1A_1309	P1	P2	1507.81157141769	195.350966769909	851.581269093797	2.94707801703366	0.226560773973393	13.0078917252452	1.10344519191476e-38	4.77780201525238e-37	up
NATL1A_70	P1	P2	806.369086109844	67.8435916776478	437.106338893746	3.56832289137922	0.278493862428537	12.8129318910749	1.38789635023524e-37	5.47794192113255e-36	up
NATL1A_1190	P1	P2	2281.4991742556	1100.78696215654	1691.14306820607	1.05121130383212	0.0824020642491963	12.7570991504909	2.84603506703951e-37	1.03853430559517e-35	up
NATL1A_1104	P1	P2	1461.33895015244	355.718590603468	908.528770377956	2.03688501783923	0.160610380913165	12.6821504703391	7.42659597555358e-37	2.61146120304011e-35	up
NATL1A_973	P1	P2	26924.2256557056	5011.69855271718	15967.9621042114	2.42542295831238	0.192677852237806	12.5879696609805	2.45917535436574e-36	8.3439388339357e-35	up
NATL1A_1072	P1	P2	2590.60033838723	1143.56181175319	1867.08107507021	1.17926441156353	0.0937680800328121	12.5763949859149	2.84729493804978e-36	9.49425587963495e-35	up
NATL1A_1014	P1	P2	6476.42855396913	1884.12304730428	4180.27580063671	1.78104141631638	0.142341511738956	12.5124525836333	6.38227400844169e-36	2.0572196553877e-34	up
NATL1A_1388	P1	P2	5729.67987712385	2381.55827597703	4055.61907655044	1.26642182752657	0.103731459279493	12.208657203157	2.79463365121751e-34	8.06689773351442e-33	up
NATL1A_767	P1	P2	21255.4825882157	3782.939372246	12519.2109802309	2.49011568102797	0.206918305966191	12.0342937730934	2.34633238174684e-33	6.39127722013856e-32	up
NATL1A_1080	P1	P2	44789.2682031671	5886.22906589514	25337.7486345311	2.92766800669635	0.245598890444684	11.9205261937279	9.2522328336729e-33	2.35444977635834e-31	up
NATL1A_969	P1	P2	1523.88513561247	178.515558379939	851.200346996205	3.0915756279377	0.259696607940159	11.9045668422827	1.12043588700896e-32	2.81418572139654e-31	up
NATL1A_1039	P1	P2	6154.81771596719	1256.92197494698	3705.86984545709	2.29145205203382	0.195344910223597	11.7302879783812	8.91548327562093e-32	2.07741501868083e-30	up
